,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
8039,92283u,1,72.3333333333,3,1,25.0,1.0,1.0,10.0,1.0,1.0,66,469,228,155.46969697,0.0,0.0,107.333333333,44.1363636367,0.0,1.0,1,1
8040,92301u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,200,1204,607,203.34,0.0,0.0,0.0,203.34,1.0,0.0,0,0
8041,92312u,1,8.0,6,2,13.0,4.0,2.0,4.66666666667,3.0,2.0,8,116,36,565.5,0.0,0.0,25.6666666667,534.333333333,0.1,0.9,1,1
8042,92317u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,416,138,255.025,0.0,0.0,15.0,240.025,1.0,0.0,0,0
8043,92318u,1,17.0,1,1,8.0,1.0,1.0,27.0,1.0,1.0,20,336,111,565.0,0.0,0.0,52.0,504.0,0.1,0.9,1,1
8044,92344u,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,33,12,1297.5,0.0,0.0,22.0,1275.5,1.0,0.0,0,0
8045,92354u,0,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,268,121,129.666666667,0.0,0.0,17.0,112.666666667,1.0,0.0,0,0
8046,92358u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,184,83,63.9565217391,0.0,0.0,3.0,60.9565217391,1.0,0.0,0,0
8047,92365u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,79,684,298,286.379746835,0.0,0.0,2.0,284.379746835,1.0,0.0,0,0
8048,9236u,0,20.0,1,1,5.0,1.0,1.0,7.0,1.0,1.0,79,483,258,52.8227848101,0.0,0.0,32.0,15.8227848101,0.0,1.0,1,1
8049,92370u,1,3.33333333333,3,1,5.5,2.0,1.0,7.0,1.0,1.0,24,244,88,121.125,0.0,0.0,15.8333333333,104.291666667,0.1,0.9,1,1
8050,92373u,1,28.6666666667,3,2,27.0,1.0,1.0,0.0,0.0,0.0,59,412,186,150.118644068,0.0,0.0,55.6666666667,94.4519774013,1.0,0.0,0,0
8051,92388u,0,40.0,2,2,9.0,1.0,1.0,21.0,1.0,1.0,66,540,226,173.136363636,0.0,0.0,70.0,98.136363636,0.1,0.9,1,1
8052,92414u,0,6.75,4,3,2.0,1.0,1.0,11.0,1.0,1.0,61,852,298,213.852459016,0.0,0.0,19.75,192.102459016,0.2,0.8,1,1
8053,92424u,1,38.0,1,1,55.0,1.0,1.0,9.0,1.0,1.0,52,420,202,238.980769231,0.0,0.0,102.0,129.980769231,0.0,1.0,1,1
8054,92426u,0,5.5,2,2,8.0,1.0,1.0,8.0,1.0,1.0,42,401,186,163.880952381,0.0,0.0,21.5,136.380952381,0.0,1.0,1,1
8055,92430u,1,19.0,1,1,4.0,1.0,1.0,12.0,1.0,1.0,24,274,109,390.416666667,0.0,0.0,35.0,347.416666667,0.0,1.0,1,1
8056,92439u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,237,106,68.8888888889,0.0,0.0,11.0,57.8888888889,1.0,0.0,0,0
8057,9243u,1,29.0,2,2,20.0,1.0,1.0,13.0,1.0,1.0,23,217,74,280.913043478,0.0,0.0,62.0,212.913043478,0.0,1.0,1,1
8058,92444u,0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,75,623,331,134.6,0.0,0.0,9.0,125.6,1.0,0.0,0,0
8059,92450u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,156,67,127.294117647,0.0,0.0,2.0,125.294117647,1.0,0.0,0,0
8060,9245u,1,19.25,4,3,6.33333333333,3.0,2.0,13.3333333333,3.0,2.0,26,278,102,189.346153846,1.0,0.0,38.9166666666,142.429487179,0.1,0.9,1,1
8061,92477u,0,30.3333333333,3,3,1.0,2.0,2.0,8.5,2.0,2.0,74,734,309,186.378378378,0.0,0.0,39.8333333333,143.545045045,0.0,1.0,1,1
8062,92480u,1,9.83333333333,6,3,15.6666666667,3.0,3.0,14.0,1.0,1.0,52,456,169,122.057692308,0.0,0.0,39.5,71.557692308,0.0,1.0,1,1
8063,92503u,1,15.5,2,2,6.0,2.0,2.0,8.0,2.0,2.0,58,423,190,100.896551724,0.0,0.0,29.5,65.396551724,0.0,1.0,1,1
8064,92509u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,53,647,255,265.245283019,0.0,0.0,4.0,261.245283019,1.0,0.0,0,0
8065,92516u,0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,93,824,326,167.849462366,0.0,0.0,6.0,161.849462366,1.0,0.0,0,0
8066,92521u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,75,405,234,48.4266666667,0.0,0.0,5.0,43.4266666667,1.0,0.0,0,0
8067,92536u,1,9.33333333333,3,2,9.33333333333,3.0,2.0,17.5,2.0,2.0,5,90,34,477.8,0.0,0.0,36.1666666667,435.633333333,0.0,1.0,1,1
8068,92544u,1,4.625,8,5,0.0,0.0,0.0,0.0,0.0,0.0,50,331,151,52.44,0.0,0.0,4.625,47.815,1.0,0.0,0,0
8069,92547u,0,4.0,2,2,5.0,1.0,1.0,12.0,1.0,1.0,20,207,110,180.65,0.0,0.0,21.0,154.65,0.0,1.0,1,1
8070,92552u,1,5.5,4,2,15.0,1.0,1.0,0.0,0.0,0.0,61,460,178,151.262295082,0.0,0.0,20.5,130.762295082,1.0,0.0,0,0
8071,9256u,1,9.0,1,1,7.0,1.0,1.0,11.5,2.0,1.0,37,419,128,215.810810811,0.0,0.0,27.5,180.310810811,0.0,1.0,1,1
8072,92592u,0,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,24,286,107,101.916666667,0.0,0.0,13.0,88.916666667,1.0,0.0,0,0
8073,92598u,1,3.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,35,310,109,80.1714285714,0.0,0.0,3.0,77.1714285714,1.0,0.0,0,0
8074,92602u,0,11.25,4,1,3.0,1.0,1.0,10.0,1.0,1.0,6,137,50,748.0,0.0,0.0,24.25,718.75,0.0,1.0,1,1
8075,92612u,0,18.75,4,3,0.0,0.0,0.0,0.0,0.0,0.0,7,172,57,448.142857143,0.0,0.0,18.75,429.392857143,1.0,0.0,0,0
8076,92625u,0,2.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,16,132,57,167.6875,0.0,0.0,2.0,165.6875,1.0,0.0,0,0
8077,92635u,0,15.25,5,4,0.0,0.0,0.0,0.0,0.0,0.0,120,1774,615,370.066666667,0.0,0.0,15.25,354.816666667,1.0,0.0,0,0
8078,92637u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,197,54,238.6,0.0,0.0,4.0,234.6,1.0,0.0,0,0
8079,9263u,0,8.0,1,1,2.0,1.0,1.0,9.0,1.0,1.0,88,565,273,37.4204545455,0.0,0.0,19.0,15.4204545455,0.0,1.0,1,1
8080,92641u,0,14.0,1,1,14.0,1.0,1.0,17.0,1.0,1.0,23,183,75,108.956521739,0.0,0.0,45.0,57.956521739,0.2,0.8,1,1
8081,92652u,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,102,649,256,185.911764706,0.0,0.0,21.0,164.911764706,1.0,0.0,0,0
8082,9265u,0,14.5,2,1,4.0,1.0,1.0,10.0,1.0,1.0,153,909,442,91.2810457516,0.0,0.0,28.5,57.7810457516,0.0,1.0,1,1
8083,92697u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,275,113,259.111111111,0.0,0.0,7.0,252.111111111,1.0,0.0,0,0
8084,92708u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33,314,123,91.696969697,0.0,0.0,4.0,87.696969697,1.0,0.0,0,0
8085,9271u,1,6.28571428571,7,3,15.5,2.0,1.0,9.0,1.0,1.0,9,104,38,230.555555556,0.0,0.0,30.7857142857,191.76984127,0.1,0.9,1,1
8086,92739u,1,11.5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,55,302,163,167.236363636,0.0,0.0,11.5,155.736363636,1.0,0.0,0,0
8087,92741u,1,17.5,2,1,6.0,1.0,1.0,8.0,1.0,1.0,16,175,68,238.5,0.0,0.0,31.5,193.0,0.0,1.0,1,1
8088,92763u,0,21.0,1,1,3.0,1.0,1.0,13.0,1.0,1.0,20,313,112,194.35,0.0,0.0,37.0,157.35,0.0,1.0,1,0
8089,92772u,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,114,1297,375,208.201754386,0.0,0.0,13.0,195.201754386,1.0,0.0,0,0
8090,92789u,0,22.5,2,2,5.0,2.0,2.0,9.5,2.0,2.0,102,1107,445,195.990196078,0.0,0.0,37.0,154.490196078,0.0,1.0,1,1
8091,92806u,1,14.8888888889,9,5,14.5,4.0,2.0,0.0,0.0,0.0,70,680,278,211.371428571,0.0,0.0,29.3888888889,181.982539682,1.0,0.0,0,0
8092,92836u,0,15.0,2,2,3.5,2.0,2.0,10.25,4.0,2.0,306,2395,998,318.333333333,0.0,0.0,28.75,286.583333333,0.0,1.0,1,1
8093,92842u,0,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,27,9,1356.0,0.0,0.0,36.0,1320.0,1.0,0.0,0,0
8094,92844u,0,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,172,39,237.6,0.0,0.0,8.0,229.6,1.0,0.0,0,0
8095,92849u,2,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,28,288,118,158.821428571,0.0,0.0,1.0,157.821428571,1.0,0.0,0,0
8096,92870u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,81,708,285,160.135802469,0.0,0.0,9.0,151.135802469,1.0,0.0,0,0
8097,92872u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,59,525,186,194.423728814,0.0,0.0,3.0,191.423728814,1.0,0.0,0,0
8098,92875u,0,94.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,189,92,308.592592593,0.0,0.0,94.0,214.592592593,1.0,0.0,0,0
8099,92876u,0,21.5,2,2,12.0,2.0,2.0,12.5,4.0,2.0,78,1220,381,220.692307692,0.0,0.0,46.0,169.692307692,0.0,1.0,1,1
8100,92884u,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,48,426,175,185.583333333,0.0,0.0,15.0,170.583333333,1.0,0.0,0,0
8101,9288u,1,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,40,264,133,95.3,0.0,0.0,4.0,91.3,1.0,0.0,0,0
8102,92916u,0,14.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,60,668,252,207.3,0.0,0.0,14.0,193.3,1.0,0.0,0,0
8103,92920u,0,13.5,2,1,4.0,2.0,1.0,25.0,1.0,1.0,29,302,113,108.620689655,0.0,0.0,42.5,66.120689655,0.0,1.0,1,1
8104,92925u,0,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,356,142,107.722222222,0.0,0.0,11.0,96.722222222,1.0,0.0,0,0
8105,92939u,1,12.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,63,710,247,212.666666667,0.0,0.0,12.0,200.666666667,1.0,0.0,0,0
8106,92941u,1,5.25,8,3,6.5,2.0,1.0,0.0,0.0,0.0,33,546,144,324.727272727,0.0,0.0,11.75,312.977272727,1.0,0.0,0,0
8107,92942u,1,8.875,8,2,9.75,4.0,2.0,8.0,3.0,2.0,39,492,165,509.256410256,0.0,0.0,26.625,474.131410256,0.0,1.0,1,1
8108,92948u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,251,119,67.2790697674,0.0,0.0,6.0,61.2790697674,1.0,0.0,0,0
8109,92950u,1,10.75,8,2,19.1666666667,6.0,2.0,33.0,1.0,1.0,27,174,77,193.814814815,0.0,0.0,62.9166666667,118.898148148,0.2,0.8,1,1
8110,92951u,0,16.0,2,2,4.0,2.0,2.0,10.0,2.0,2.0,8,121,47,105.75,0.0,0.0,30.0,69.75,0.0,1.0,1,1
8111,92956u,0,10.6666666667,3,3,6.66666666667,3.0,3.0,10.0,2.0,2.0,93,780,375,382.623655914,0.0,0.0,27.3333333334,352.790322581,0.0,1.0,1,1
8112,92969u,1,6.0,2,2,5.0,2.0,2.0,7.5,2.0,2.0,49,268,139,61.5510204082,0.0,0.0,18.5,38.5510204082,0.0,1.0,1,1
8113,92980u,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,232,110,139.0,0.0,0.0,17.0,122.0,1.0,0.0,0,0
8114,92988u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,24,168,82,36.4166666667,0.0,0.0,6.0,30.4166666667,1.0,0.0,0,0
8115,92991u,1,8.25,4,3,438.5,2.0,2.0,0.0,0.0,0.0,53,395,160,296.283018868,0.0,0.0,446.75,-150.466981132,1.0,0.0,0,0
8116,92992u,0,5.0,1,1,6.0,1.0,1.0,10.0,1.0,1.0,71,493,219,131.436619718,0.0,0.0,21.0,107.436619718,0.1,0.9,1,1
8117,9299u,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,29,294,98,99.6551724138,0.0,0.0,1.5,98.1551724138,1.0,0.0,0,0
8118,93004u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,140,933,408,87.1571428571,0.0,0.0,5.0,82.1571428571,1.0,0.0,0,0
8119,93009u,0,7.0,3,3,3.0,3.0,3.0,13.0,3.0,3.0,17,197,88,119.0,0.0,0.0,23.0,92.6666666667,0.0,1.0,1,1
8120,93026u,0,3.4,5,3,0.0,1.0,1.0,0.0,1.0,1.0,90,1533,461,426.044444444,0.0,0.0,3.4,422.644444444,0.4,0.6,1,1
8121,93030u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,44,486,209,179.886363636,0.0,0.0,0.0,179.886363636,1.0,0.0,0,0
8122,93045u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,99,30,565.0,0.0,0.0,4.0,561.0,1.0,0.0,0,0
8123,93047u,1,32.0,2,2,14.0,1.0,1.0,7.0,1.0,1.0,44,577,201,203.659090909,0.0,0.0,53.0,146.659090909,0.0,1.0,1,1
8124,93052u,1,30.5,2,2,4.5,2.0,2.0,42.6666666667,3.0,2.0,21,300,82,305.428571429,1.0,0.0,77.6666666667,217.261904762,0.0,1.0,1,1
8125,93056u,1,52.0,1,1,8.0,1.0,1.0,11.0,1.0,1.0,7,76,38,210.142857143,0.0,0.0,71.0,129.142857143,0.0,1.0,1,1
8126,93057u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,117,41,332.285714286,0.0,0.0,4.0,328.285714286,1.0,0.0,0,0
8127,93077u,0,6.0,1,1,2.0,1.0,1.0,24.0,1.0,1.0,21,278,93,164.761904762,0.0,0.0,32.0,130.761904762,0.0,1.0,1,1
8128,93081u,1,21.6666666667,6,2,9.0,3.0,1.0,22.5,2.0,1.0,89,907,295,218.820224719,0.0,0.0,53.1666666667,156.153558052,0.0,1.0,1,1
8129,93086u,0,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,323,159,70.7884615385,0.0,0.0,17.0,53.7884615385,1.0,0.0,0,0
8130,93087u,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,113,566,253,58.3008849558,0.0,0.0,17.0,41.3008849558,1.0,0.0,0,0
8131,93091u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,66,487,219,88.5454545455,0.0,0.0,2.0,86.5454545455,1.0,0.0,0,0
8132,93105u,0,11.0,1,1,4.0,1.0,1.0,7.0,1.0,1.0,27,392,154,215.851851852,0.0,0.0,22.0,191.851851852,0.0,1.0,1,1
8133,93111u,1,6.85714285714,7,5,17.0,2.0,1.0,11.0,1.0,1.0,22,263,88,165.772727273,0.0,0.0,34.8571428571,125.915584416,0.3,0.7,1,1
8134,93122u,1,10.3333333333,3,2,6.33333333333,3.0,2.0,7.0,2.0,2.0,57,474,207,254.50877193,0.0,0.0,23.6666666666,226.342105263,0.0,1.0,1,1
8135,93123u,1,26.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,95,574,302,117.621052632,0.0,0.0,26.0,91.621052632,1.0,0.0,0,0
8136,93126u,1,6.0,2,2,4.5,2.0,2.0,18.0,2.0,2.0,15,253,84,743.466666667,0.0,0.0,28.5,708.966666667,0.1,0.9,1,1
8137,93130u,1,13.0,2,1,11.0,1.0,1.0,13.0,1.0,1.0,1,29,12,552.0,0.0,0.0,37.0,508.0,0.1,0.9,1,1
8138,93141u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,107,602,289,72.8037383178,0.0,0.0,3.0,69.8037383178,1.0,0.0,0,0
8139,93142u,1,12.75,4,2,5.0,3.0,2.0,8.0,1.0,1.0,19,157,82,50.3684210526,0.0,0.0,25.75,21.6184210526,0.0,1.0,1,1
8140,93145u,1,16.5,2,2,6.0,1.0,1.0,10.0,1.0,1.0,50,630,266,303.46,0.0,0.0,32.5,265.96,0.0,1.0,1,1
8141,9314u,0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,227,2296,840,179.898678414,0.0,0.0,10.0,169.898678414,1.0,0.0,0,0
8142,93166u,0,31.5,2,1,17.0,1.0,1.0,0.0,0.0,0.0,107,620,313,75.9439252336,0.0,0.0,48.5,27.4439252336,1.0,0.0,0,0
8143,93173u,0,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,330,130,156.866666667,0.0,0.0,50.0,106.866666667,1.0,0.0,0,0
8144,93182u,1,5.0,3,2,3.0,1.0,1.0,8.0,1.0,1.0,25,314,119,119.52,0.0,0.0,16.0,98.52,0.0,1.0,1,1
8145,93185u,0,7.0,1,1,2.0,1.0,1.0,15.0,1.0,1.0,60,803,286,281.316666667,0.0,0.0,24.0,255.316666667,0.0,1.0,1,1
8146,93189u,0,8.0,2,2,2.5,2.0,2.0,10.0,2.0,2.0,21,576,185,517.047619048,0.0,0.0,20.5,492.047619048,0.0,1.0,1,1
8147,93192u,1,16.0,1,1,8.0,1.0,1.0,22.0,1.0,1.0,6,163,41,754.333333333,0.0,0.0,46.0,702.333333333,0.0,1.0,1,1
8148,93208u,1,7.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,53,400,160,185.962264151,0.0,0.0,7.0,178.962264151,1.0,0.0,0,0
8149,9320u,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,253,1408,647,201.328063241,0.0,0.0,13.0,188.328063241,1.0,0.0,0,0
8150,93211u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,230,84,238.555555556,0.0,0.0,1.0,237.555555556,1.0,0.0,0,0
8151,93226u,0,10.0,4,4,5.25,4.0,4.0,20.0,4.0,4.0,47,619,201,145.574468085,0.0,0.0,35.25,110.324468085,0.0,1.0,1,0
8152,93227u,1,6.71428571429,16,12,6.5,4.0,4.0,9.66666666667,3.0,3.0,125,974,460,90.008,0.0,0.0,22.880952381,62.7937142857,0.0,1.0,1,1
8153,93239u,1,29.0,1,1,8.0,1.0,1.0,8.0,1.0,1.0,106,792,378,169.386792453,0.0,0.0,45.0,118.386792453,0.0,1.0,1,1
8154,93248u,1,11.6666666667,3,2,3.0,1.0,1.0,8.0,1.0,1.0,22,347,115,433.227272727,0.0,0.0,22.6666666667,405.56060606,0.0,1.0,1,1
8155,93252u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,84,633,245,67.619047619,0.0,0.0,5.0,62.619047619,1.0,0.0,0,0
8156,93253u,1,31.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,72,830,298,365.25,0.0,0.0,31.0,334.25,1.0,0.0,0,0
8157,9325u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,96,38,78.0833333333,0.0,0.0,7.0,71.0833333333,1.0,0.0,0,0
8158,93270u,0,8.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,75,880,364,153.773333333,0.0,0.0,8.5,145.273333333,1.0,0.0,0,0
8159,9327u,0,10.0,5,4,5.5,2.0,2.0,15.0,2.0,2.0,399,3277,1346,204.731829574,0.0,0.0,30.5,168.731829574,0.0,1.0,1,1
8160,93284u,0,7.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,57,884,277,267.157894737,0.0,0.0,7.5,259.657894737,1.0,0.0,0,0
8161,93307u,0,6.66666666667,3,2,35.6666666667,3.0,2.0,6.5,2.0,2.0,9,103,40,348.111111111,0.0,0.0,48.8333333334,297.277777778,0.0,1.0,1,1
8162,93315u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,224,75,288.3,0.0,0.0,9.0,279.3,1.0,0.0,0,0
8163,9331u,1,7.5,8,6,0.0,0.0,0.0,0.0,0.0,0.0,26,525,142,306.653846154,0.0,0.0,7.5,299.153846154,1.0,0.0,0,0
8164,93324u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31,495,186,181.0,0.0,0.0,1.0,180.0,1.0,0.0,0,0
8165,93327u,0,25.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,73,1151,383,289.082191781,0.0,0.0,25.5,263.582191781,1.0,0.0,0,0
8166,93330u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,312,133,74.8461538462,0.0,0.0,5.0,69.8461538462,1.0,0.0,0,0
8167,93334u,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,331,116,180.566666667,0.0,0.0,15.0,165.566666667,1.0,0.0,0,0
8168,93340u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,143,87,67.0869565217,0.0,0.0,2.0,65.0869565217,1.0,0.0,0,0
8169,93346u,0,12.75,4,4,3.66666666667,3.0,3.0,12.25,4.0,3.0,83,896,383,316.614457831,0.0,0.0,28.6666666667,284.614457831,0.0,1.0,1,1
8170,93364u,0,12.6,5,4,4.0,3.0,3.0,14.6666666667,3.0,3.0,93,691,293,161.462365591,0.0,0.0,31.2666666667,124.529032258,0.0,1.0,1,1
8171,93373u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,24,534,163,588.708333333,0.0,0.0,2.0,586.708333333,1.0,0.0,0,0
8172,93376u,1,12.5,2,2,3.0,2.0,2.0,7.5,2.0,2.0,25,363,144,172.04,0.0,0.0,23.0,144.04,0.0,1.0,1,1
8173,93381u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15,237,110,179.266666667,0.0,0.0,1.0,178.266666667,1.0,0.0,0,0
8174,9338u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,154,65,87.4285714286,0.0,0.0,12.0,75.4285714286,1.0,0.0,0,0
8175,93419u,1,6.25,4,3,4.75,4.0,3.0,12.6666666667,3.0,3.0,21,214,98,84.1428571429,0.0,0.0,23.6666666667,57.1428571429,0.0,1.0,1,1
8176,93443u,0,2.14285714286,7,6,0.0,0.0,0.0,0.0,0.0,0.0,24,224,105,139.166666667,0.0,0.0,2.14285714286,137.023809524,1.0,0.0,0,0
8177,93461u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,177,43,549.25,0.0,0.0,12.0,537.25,1.0,0.0,0,0
8178,93476u,1,3.0,6,3,6.5,2.0,1.0,0.0,0.0,0.0,28,248,103,101.857142857,0.0,0.0,9.5,92.357142857,1.0,0.0,0,0
8179,93478u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,64,22,63.2857142857,0.0,0.0,2.0,61.2857142857,1.0,0.0,0,0
8180,93487u,1,21.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,64,742,245,163.328125,0.0,0.0,21.5,141.828125,1.0,0.0,0,0
8181,93490u,0,21.6666666667,3,1,0.0,0.0,0.0,0.0,0.0,0.0,12,352,77,386.416666667,0.0,0.0,21.6666666667,364.75,1.0,0.0,0,0
8182,93497u,0,22.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,9,146,43,818.444444444,0.0,0.0,22.5,795.944444444,1.0,0.0,0,0
8183,9352u,1,46.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,38,686,244,307.5,0.0,0.0,46.0,261.5,1.0,0.0,0,0
8184,93530u,0,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,62,446,203,190.193548387,0.0,0.0,25.0,165.193548387,1.0,0.0,0,0
8185,93531u,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,186,1463,618,245.752688172,0.0,0.0,1.5,244.252688172,1.0,0.0,0,0
8186,93539u,1,3.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,63,569,203,191.46031746,0.0,0.0,3.0,188.46031746,1.0,0.0,0,0
8187,93545u,0,32.5,2,2,229.0,1.0,1.0,12.0,1.0,1.0,15,200,75,362.8,0.0,0.0,273.5,81.3,0.4,0.6,1,1
8188,93552u,1,8.0,1,1,8.0,1.0,1.0,14.0,1.0,1.0,110,957,346,369.5,0.0,0.0,30.0,331.5,0.0,1.0,1,1
8189,93555u,0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,55,421,203,133.054545455,0.0,0.0,4.0,129.054545455,1.0,0.0,0,0
8190,93579u,1,18.0,1,1,3.0,1.0,1.0,6.0,1.0,1.0,22,196,90,187.227272727,0.0,0.0,27.0,154.227272727,0.0,1.0,1,1
8191,93594u,1,13.3333333333,3,3,4.5,2.0,2.0,8.5,2.0,2.0,95,578,246,78.2421052632,0.0,0.0,26.3333333333,44.4087719299,0.0,1.0,1,1
8192,93596u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,14,6,39.5,0.0,0.0,3.0,36.5,1.0,0.0,0,0
8193,93614u,0,13.5,4,4,3.25,4.0,4.0,17.4,5.0,4.0,18,299,156,236.888888889,0.0,0.0,34.15,197.988888889,0.0,1.0,1,1
8194,93618u,1,6.5,2,1,7.0,2.0,1.0,16.0,1.0,1.0,15,194,79,165.6,0.0,0.0,29.5,130.1,0.0,1.0,1,1
8195,93639u,1,9.0,1,1,4.0,1.0,1.0,12.0,1.0,1.0,83,588,272,93.0602409639,0.0,0.0,25.0,64.0602409639,0.0,1.0,1,1
8196,93649u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,127,39,179.538461538,0.0,0.0,7.0,172.538461538,1.0,0.0,0,0
8197,93667u,1,10.5,2,2,2.0,2.0,2.0,6.0,2.0,2.0,4,30,18,35.5,0.0,0.0,18.5,10.5,0.0,1.0,1,1
8198,93679u,1,26.0,1,1,0.0,1.0,1.0,10.0,1.0,1.0,41,268,136,80.1951219512,0.0,0.0,36.0,37.1951219512,0.2,0.8,1,1
8199,93681u,0,10.0,1,1,3.0,1.0,1.0,30.0,1.0,1.0,36,394,145,208.861111111,0.0,0.0,43.0,163.861111111,0.2,0.8,1,1
8200,93683u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,147,1647,572,246.646258503,0.0,0.0,3.0,243.646258503,1.0,0.0,0,0
8201,93684u,0,8.11111111111,9,3,0.0,0.0,0.0,0.0,0.0,0.0,64,656,258,115.890625,0.0,0.0,8.11111111111,107.779513889,1.0,0.0,0,0
8202,93692u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,158,1532,655,201.259493671,0.0,0.0,4.0,197.259493671,1.0,0.0,0,0
8203,936u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,32,19,153.666666667,0.0,0.0,3.0,150.666666667,1.0,0.0,0,0
