,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
167,289078u,1,23.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,51,835,249,321.470588235,0.0,0.0,23.5,297.970588235,1.0,0.0,0,0
168,289079u,0,12.0,1,1,8.0,1.0,1.0,11.0,1.0,1.0,171,1667,818,168.34502924,0.0,0.0,31.0,130.34502924,0.0,1.0,1,1
169,289080u,0,7.0,1,1,4.0,1.0,1.0,16.0,1.0,1.0,35,221,116,164.657142857,0.0,0.0,27.0,133.657142857,0.1,0.9,1,1
170,289083u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,26,321,101,141.730769231,0.0,0.0,5.0,136.730769231,1.0,0.0,0,0
171,289094u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,231,90,373.071428571,0.0,0.0,5.0,368.071428571,1.0,0.0,0,0
172,28909u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,219,46,533.125,0.0,0.0,4.0,529.125,1.0,0.0,0,0
173,2890u,1,39.0,1,1,18.0,1.0,1.0,35.0,1.0,1.0,32,237,87,126.0,0.0,0.0,92.0,24.0,0.2,0.8,1,1
174,289106u,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,51,380,171,248.764705882,0.0,0.0,14.0,234.764705882,1.0,0.0,0,0
175,289110u,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,78,498,228,108.282051282,0.0,0.0,19.0,89.282051282,1.0,0.0,0,0
176,289113u,1,14.25,4,2,6.5,2.0,2.0,9.5,2.0,2.0,21,216,87,190.285714286,0.0,0.0,30.25,153.535714286,0.0,1.0,1,1
177,289130u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,156,38,454.384615385,0.0,0.0,1.0,453.384615385,1.0,0.0,0,0
178,289144u,0,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,32,332,133,316.0,0.0,0.0,22.0,294.0,1.0,0.0,0,0
179,289165u,1,8.66666666667,3,2,12.5,2.0,2.0,26.0,1.0,1.0,94,561,259,75.7553191489,0.0,0.0,47.1666666667,19.5886524822,0.0,1.0,1,1
180,289167u,1,21.0,1,1,4.0,1.0,1.0,8.0,1.0,1.0,40,294,119,159.25,0.0,0.0,33.0,118.25,0.0,1.0,1,1
181,289168u,0,12.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,34,404,128,143.794117647,0.0,0.0,12.0,131.794117647,1.0,0.0,0,0
182,289177u,0,9.0,2,2,2.0,2.0,2.0,10.0,2.0,2.0,33,542,201,161.878787879,0.0,0.0,21.0,136.878787879,0.0,1.0,1,1
183,289195u,1,11.5,2,1,9.5,2.0,1.0,8.0,1.0,1.0,402,2035,851,310.395522388,0.0,0.0,29.0,275.395522388,0.2,0.8,1,1
184,289205u,1,8.0,1,1,5.0,1.0,1.0,9.0,1.0,1.0,43,550,220,213.604651163,0.0,0.0,22.0,185.604651163,0.0,1.0,1,1
185,289220u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28,214,85,178.5,0.0,0.0,7.0,171.5,1.0,0.0,0,0
186,289230u,0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,98,852,335,114.244897959,0.0,0.0,12.0,102.244897959,1.0,0.0,0,0
187,28923u,0,34.0,1,1,4.0,1.0,1.0,13.0,1.0,1.0,30,755,206,401.7,0.0,0.0,51.0,344.7,0.1,0.9,1,1
188,289241u,0,35.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,268,127,233.914285714,0.0,0.0,35.0,198.914285714,1.0,0.0,0,0
189,289251u,0,8.0,1,1,5.0,1.0,1.0,12.0,1.0,1.0,16,151,60,175.375,0.0,0.0,25.0,144.375,0.0,1.0,1,1
190,289252u,1,8.0,2,2,9.0,2.0,2.0,9.0,2.0,2.0,9,115,58,274.111111111,0.0,0.0,26.0,238.611111111,0.0,1.0,1,1
191,289254u,1,4.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,44,353,141,101.613636364,0.0,0.0,4.5,97.113636364,1.0,0.0,0,0
192,289256u,0,20.0,1,1,4.0,1.0,1.0,21.0,1.0,1.0,55,469,194,154.854545455,0.0,0.0,45.0,104.854545455,0.1,0.9,1,1
193,289258u,0,11.0,1,1,6.0,1.0,1.0,9.0,1.0,1.0,34,327,148,202.941176471,0.0,0.0,26.0,172.941176471,0.0,1.0,1,1
194,289263u,1,9.33333333333,3,2,11.0,1.0,1.0,0.0,0.0,0.0,13,125,47,281.923076923,0.0,0.0,20.3333333333,261.58974359,1.0,0.0,0,0
195,289275u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,81,768,276,183.913580247,0.0,0.0,11.0,172.913580247,1.0,0.0,0,0
196,289277u,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,223,82,121.52173913,0.0,0.0,19.0,102.52173913,1.0,0.0,0,0
197,289279u,1,12.0,1,1,8.0,1.0,1.0,17.0,1.0,1.0,6,60,25,129.0,0.0,0.0,37.0,86.0,0.0,1.0,1,1
198,289284u,1,6.125,8,3,9.66666666667,3.0,3.0,7.5,2.0,2.0,67,1067,312,248.970149254,0.0,0.0,23.2916666667,221.678482587,0.0,1.0,1,1
199,289286u,0,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,84,1167,354,180.333333333,0.0,0.0,21.0,159.333333333,1.0,0.0,0,0
200,289288u,0,6.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,34,502,174,235.823529412,0.0,0.0,6.5,229.323529412,1.0,0.0,0,0
201,289296u,0,5.0,1,1,2.0,1.0,1.0,8.0,1.0,1.0,75,554,273,187.506666667,0.0,0.0,15.0,169.506666667,0.0,1.0,1,1
202,289308u,1,27.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,40,409,154,233.9,0.0,0.0,27.0,206.9,1.0,0.0,0,0
203,289311u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,310,99,364.333333333,0.0,0.0,7.0,357.333333333,1.0,0.0,0,0
204,289332u,1,0.0,2,1,0.0,2.0,1.0,0.0,1.0,1.0,15,211,67,157.933333333,0.0,0.0,0.0,157.933333333,0.0,1.0,1,1
205,289352u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,189,60,682.0,0.0,0.0,11.0,671.0,1.0,0.0,0,0
206,28935u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,126,910,502,86.6031746032,0.0,0.0,2.0,84.6031746032,1.0,0.0,0,0
207,28936u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,151,1087,445,188.42384106,0.0,0.0,5.0,183.42384106,1.0,0.0,0,0
208,289374u,1,17.3333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,33,217,73,261.818181818,0.0,0.0,17.3333333333,244.484848485,1.0,0.0,0,0
209,289382u,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,188,35,787.714285714,0.0,0.0,25.0,762.714285714,1.0,0.0,0,0
210,289383u,0,30.6666666667,3,3,8.66666666667,3.0,3.0,20.2,5.0,3.0,41,303,142,97.7073170732,0.0,0.0,59.5333333334,38.1739837398,0.1,0.9,1,0
211,289397u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,111,1369,446,253.117117117,0.0,0.0,3.0,250.117117117,1.0,0.0,0,0
212,289399u,1,8.2,5,2,3.5,2.0,1.0,8.0,1.0,1.0,18,168,65,231.333333333,0.0,0.0,19.7,199.633333333,0.0,1.0,1,1
213,289408u,1,6.5,2,2,3.5,2.0,2.0,10.5,2.0,2.0,153,1347,518,167.633986928,0.0,0.0,20.5,142.133986928,0.0,1.0,1,1
214,28940u,0,15.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,55,578,217,118.072727273,0.0,0.0,15.0,103.072727273,1.0,0.0,0,0
215,289412u,0,29.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,56,432,176,180.785714286,0.0,0.0,29.0,151.785714286,1.0,0.0,0,0
216,289415u,1,65.0,1,1,8.0,1.0,1.0,12.0,1.0,1.0,25,434,154,430.52,0.0,0.0,85.0,328.52,0.0,1.0,1,1
217,289422u,0,40.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31,422,143,87.2580645161,0.0,0.0,40.0,47.2580645161,1.0,0.0,0,0
218,289429u,0,51.0,1,1,2.0,1.0,1.0,21.0,1.0,1.0,70,656,232,168.628571429,0.0,0.0,74.0,-111.371428571,0.1,0.9,1,1
219,289455u,0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,248,117,178.111111111,0.0,0.0,9.0,169.111111111,1.0,0.0,0,0
220,289464u,1,8.0,3,1,9.0,2.0,1.0,14.0,1.0,1.0,11,153,70,142.090909091,0.0,0.0,31.0,103.090909091,0.0,1.0,1,1
221,289466u,1,10.5,2,1,13.0,1.0,1.0,0.0,0.0,0.0,27,315,105,382.37037037,0.0,0.0,23.5,358.87037037,1.0,0.0,0,0
222,289474u,0,16.25,4,2,5.0,1.0,1.0,18.0,1.0,1.0,45,425,158,185.488888889,0.0,0.0,39.25,141.238888889,0.0,1.0,1,1
223,289478u,1,21.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,26,268,109,206.769230769,0.0,0.0,21.5,185.269230769,1.0,0.0,0,0
224,289485u,0,6.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,84,474,242,58.2142857143,0.0,0.0,6.5,51.7142857143,1.0,0.0,0,0
225,289490u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,120,38,550.125,0.0,0.0,6.0,544.125,1.0,0.0,0,0
226,289498u,1,8.66666666667,3,2,0.0,0.0,0.0,0.0,0.0,0.0,12,134,54,121.583333333,0.0,0.0,8.66666666667,112.916666666,1.0,0.0,0,0
227,289521u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,57,772,269,207.01754386,0.0,0.0,2.0,205.01754386,1.0,0.0,0,0
228,28955u,0,7.0,1,1,6.0,1.0,1.0,11.0,1.0,1.0,108,699,334,128.166666667,0.0,0.0,24.0,99.166666667,0.0,1.0,1,1
229,289562u,0,15.0,1,1,31.5,2.0,1.0,9.0,1.0,1.0,125,778,368,53.864,0.0,0.0,55.5,-5.636,0.3,0.7,1,1
230,28956u,0,77.0,1,1,17.0,1.0,1.0,13.0,1.0,1.0,44,380,156,117.454545455,0.0,0.0,107.0,10.454545455,0.1,0.9,1,0
231,289580u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,16,124,46,86.3125,0.0,0.0,4.0,82.3125,1.0,0.0,0,0
232,289586u,0,16.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,221,74,773.2,0.0,0.0,16.0,757.2,1.0,0.0,0,0
233,289601u,1,13.0,2,2,7.0,1.0,1.0,9.0,1.0,1.0,30,325,135,254.1,0.0,0.0,29.0,218.1,0.0,1.0,1,1
234,289606u,0,10.0,1,1,2.0,1.0,1.0,10.0,1.0,1.0,59,634,185,398.593220339,0.0,0.0,22.0,373.593220339,0.0,1.0,1,1
235,289617u,1,14.6666666667,6,2,0.0,0.0,0.0,0.0,0.0,0.0,6,160,39,371.0,0.0,0.0,14.6666666667,356.333333333,1.0,0.0,0,0
236,289621u,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,61,412,183,75.7213114754,0.0,0.0,13.0,62.7213114754,1.0,0.0,0,0
237,289624u,0,17.0,1,1,4.0,1.0,1.0,27.0,1.0,1.0,22,233,84,191.545454545,0.0,0.0,48.0,137.545454545,0.0,1.0,1,1
238,289627u,0,13.0,2,1,9.0,1.0,1.0,0.0,0.0,0.0,121,884,362,116.760330579,0.0,0.0,22.0,94.760330579,1.0,0.0,0,0
239,289645u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,122,46,98.4545454545,0.0,0.0,5.0,93.4545454545,1.0,0.0,0,0
240,289647u,0,0.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,18,349,81,216.555555556,0.0,0.0,0.5,216.055555556,1.0,0.0,0,0
241,28964u,1,4.75,4,2,8.0,3.0,2.0,7.5,2.0,2.0,15,221,74,173.133333333,0.0,0.0,20.25,148.883333333,0.0,1.0,1,1
242,289653u,1,509.0,2,1,10.0,1.0,1.0,0.0,0.0,0.0,56,293,165,54.2321428571,0.0,0.0,519.0,-464.767857143,1.0,0.0,0,0
243,289659u,1,15.0,1,1,3.0,1.0,1.0,6.0,1.0,1.0,65,666,289,90.2,0.0,0.0,24.0,61.2,0.0,1.0,1,1
244,289665u,1,16.3333333333,3,2,3.0,1.0,1.0,9.0,1.0,1.0,18,184,75,96.4444444444,0.0,0.0,28.3333333333,62.1111111111,0.0,1.0,1,1
245,289668u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,240,1295,679,178.904166667,0.0,0.0,15.0,163.904166667,1.0,0.0,0,0
246,289673u,0,22.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,27,294,111,262.444444444,0.0,0.0,22.0,240.444444444,1.0,0.0,0,0
247,289677u,0,20.0,1,1,3.0,1.0,1.0,14.0,1.0,1.0,20,334,92,184.45,0.0,0.0,37.0,142.45,0.0,1.0,1,1
248,289714u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,56,375,173,76.9285714286,0.0,0.0,7.0,69.9285714286,1.0,0.0,0,0
249,289721u,1,20.0,1,1,3.0,1.0,1.0,18.0,1.0,1.0,88,830,343,145.613636364,0.0,0.0,41.0,97.613636364,0.0,1.0,1,1
250,289728u,1,69.75,5,2,43.0,2.0,1.0,0.0,0.0,0.0,70,573,246,201.828571429,0.0,0.0,112.75,89.078571429,1.0,0.0,0,0
251,289740u,1,24.0,2,1,20.0,1.0,1.0,0.0,0.0,0.0,87,807,274,158.218390805,0.0,0.0,44.0,114.218390805,1.0,0.0,0,0
252,289758u,1,8.77777777778,9,5,10.0,4.0,3.0,8.0,3.0,3.0,85,1123,411,103.635294118,0.0,0.0,26.7777777778,74.1908496735,0.0,1.0,1,1
253,289761u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,252,99,236.0,0.0,0.0,1.0,235.0,1.0,0.0,0,0
254,289798u,0,6.5,6,5,2.66666666667,6.0,5.0,8.66666666667,6.0,5.0,37,757,320,435.864864865,0.0,0.0,17.8333333333,415.698198198,0.0,1.0,1,1
255,289808u,1,6.1,10,5,4.5,8.0,5.0,10.0,5.0,4.0,64,1213,464,417.359375,0.0,0.0,20.6,392.759375,0.0,1.0,1,1
256,289815u,1,13.0,5,2,4.0,1.0,1.0,11.0,1.0,1.0,133,1806,877,252.781954887,0.0,0.0,28.0,214.781954887,0.0,1.0,1,1
257,289818u,1,12.5,2,2,15.0,2.0,2.0,13.5,2.0,2.0,71,550,246,166.478873239,0.0,0.0,41.0,118.978873239,0.0,1.0,1,1
258,289820u,0,14.0,2,2,7.0,2.0,2.0,8.0,1.0,1.0,17,267,105,114.294117647,0.0,0.0,29.0,81.294117647,0.0,1.0,1,1
259,289850u,1,7.35714285714,28,22,6.0,2.0,2.0,0.0,0.0,0.0,111,775,325,75.981981982,0.0,0.0,13.3571428571,62.6248391249,0.9,0.1,0,0
260,28985u,0,2.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,22,363,129,445.863636364,0.0,0.0,2.0,443.863636364,1.0,0.0,0,0
261,289873u,0,18.5,2,1,3.5,2.0,1.0,21.0,2.0,1.0,36,398,140,220.333333333,0.0,0.0,43.0,171.833333333,0.1,0.9,1,1
262,289879u,1,11.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,21,247,103,128.904761905,0.0,0.0,24.0,99.904761905,0.0,1.0,1,1
263,289889u,1,4.57142857143,7,6,0.0,0.0,0.0,0.0,0.0,0.0,17,302,78,180.411764706,0.0,0.0,4.57142857143,175.840336135,1.0,0.0,0,0
264,289892u,1,33.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,51,289,132,131.274509804,0.0,0.0,33.0,98.274509804,1.0,0.0,0,0
265,2898u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,63,26,201.428571429,0.0,0.0,4.0,197.428571429,1.0,0.0,0,0
266,289904u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,179,1089,489,170.368715084,0.0,0.0,0.0,170.368715084,1.0,0.0,0,0
267,289919u,1,6.66666666667,3,2,10.0,1.0,1.0,0.0,0.0,0.0,45,764,259,328.955555556,0.0,0.0,16.6666666667,312.288888889,1.0,0.0,0,0
268,289920u,1,20.0,2,1,2.5,2.0,1.0,12.5,2.0,1.0,63,520,230,184.349206349,0.0,0.0,35.0,145.349206349,0.0,1.0,1,1
269,28992u,1,15.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,22,164,75,141.909090909,0.0,0.0,15.5,126.409090909,1.0,0.0,0,0
270,289934u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,37,377,128,208.567567568,0.0,0.0,8.0,200.567567568,1.0,0.0,0,0
271,289941u,1,10.0,2,1,12.5,2.0,1.0,15.0,1.0,1.0,10,81,38,163.1,0.0,0.0,37.5,119.6,0.0,1.0,1,1
272,289942u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,356,143,180.971428571,0.0,0.0,5.0,175.971428571,1.0,0.0,0,0
273,289943u,1,8.5,2,1,8.0,1.0,1.0,8.0,1.0,1.0,5,47,20,87.8,0.0,0.0,24.5,53.3,0.1,0.9,1,1
274,289944u,0,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,41,21,382.6,0.0,0.0,19.0,363.6,1.0,0.0,0,0
275,289949u,1,4.83333333333,6,3,3.0,4.0,3.0,8.5,2.0,2.0,17,242,90,333.705882353,0.0,0.0,16.3333333333,310.87254902,0.0,1.0,1,1
276,289950u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,46,288,116,73.4130434783,0.0,0.0,10.0,63.4130434783,1.0,0.0,0,0
277,289953u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,72,32,47.2,0.0,0.0,5.0,42.2,1.0,0.0,0,0
278,289960u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,152,48,171.5,0.0,0.0,3.0,168.5,1.0,0.0,0,0
279,289963u,1,6.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,19,165,76,343.421052632,0.0,0.0,6.0,337.421052632,1.0,0.0,0,0
280,289972u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,40,19,606.25,0.0,0.0,3.0,603.25,1.0,0.0,0,0
281,28998u,0,28.8333333333,6,5,8.6,5.0,5.0,19.2,5.0,5.0,30,381,136,265.233333333,0.0,0.0,56.6333333333,201.2,0.0,1.0,1,1
282,2899u,1,22.0,2,2,4.5,2.0,2.0,7.5,2.0,2.0,34,419,147,113.676470588,0.0,0.0,34.0,72.176470588,0.0,1.0,1,1
283,290006u,1,16.0,2,2,9.0,1.0,1.0,12.0,1.0,1.0,8,82,47,127.875,0.0,0.0,37.0,82.875,0.0,1.0,1,1
284,290013u,1,18.3333333333,9,3,5.66666666667,3.0,1.0,69.3333333333,3.0,1.0,84,624,244,262.607142857,0.0,0.0,93.3333333333,163.273809524,0.5,0.5,0,1
285,290016u,1,29.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,28,369,88,575.714285714,0.0,0.0,29.0,546.714285714,1.0,0.0,0,0
286,290035u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,115,1138,427,229.773913043,0.0,0.0,3.0,226.773913043,1.0,0.0,0,0
287,290039u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,97,1029,340,227.443298969,0.0,0.0,11.0,216.443298969,1.0,0.0,0,0
288,290050u,1,16.6666666667,3,2,8.0,2.0,2.0,24.0,1.0,1.0,27,209,92,210.0,0.0,0.0,48.6666666667,152.333333333,0.0,1.0,1,1
289,290059u,1,9.0,3,1,12.5,2.0,1.0,41.0,1.0,1.0,7,56,26,234.142857143,0.0,0.0,62.5,162.642857143,0.2,0.8,1,1
290,290063u,1,38.0,2,1,28.0,1.0,1.0,0.0,0.0,0.0,12,109,47,112.25,0.0,0.0,66.0,46.25,1.0,0.0,0,0
291,290074u,1,11.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,25,287,88,289.0,0.0,0.0,25.0,259.0,0.0,1.0,1,1
292,290086u,0,13.75,4,4,6.75,4.0,4.0,15.3333333333,3.0,3.0,52,608,290,134.384615385,0.0,0.0,35.8333333333,95.884615385,0.0,1.0,1,1
293,290087u,0,9.0,1,1,6.0,1.0,1.0,13.0,1.0,1.0,42,460,176,356.119047619,0.0,0.0,28.0,316.119047619,0.0,1.0,1,1
294,290088u,0,18.25,4,4,4.33333333333,3.0,3.0,14.6666666667,3.0,3.0,38,487,203,270.236842105,0.0,0.0,37.25,225.653508772,0.0,1.0,1,1
295,290094u,0,9.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,8,141,77,457.625,0.0,0.0,22.0,433.625,0.0,1.0,1,1
296,29013u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,158,44,290.111111111,0.0,0.0,3.0,287.111111111,1.0,0.0,0,0
297,290140u,0,29.3333333333,3,3,7.0,2.0,2.0,18.5,2.0,2.0,51,435,180,143.019607843,0.0,0.0,54.8333333333,79.6862745097,0.0,1.0,1,1
298,290144u,0,34.5,2,2,9.0,2.0,2.0,52.5,2.0,2.0,113,859,448,161.884955752,0.0,0.0,96.0,62.384955752,0.0,1.0,1,1
299,290161u,0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,52,17,555.5,0.0,0.0,6.0,549.5,1.0,0.0,0,0
300,290174u,1,8.0,1,1,3.0,1.0,1.0,21.0,1.0,1.0,28,344,130,171.285714286,0.0,0.0,32.0,132.285714286,0.0,1.0,1,1
301,290175u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,72,658,278,214.402777778,0.0,0.0,4.0,210.402777778,1.0,0.0,0,0
302,290186u,0,87.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,44,432,183,269.931818182,0.0,0.0,105.0,159.931818182,0.0,1.0,1,1
303,290200u,1,8.0,2,2,7.0,2.0,2.0,10.3333333333,3.0,2.0,37,614,234,294.648648649,1.0,0.0,25.3333333333,263.315315316,0.0,1.0,1,1
304,290217u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,127,66,207.529411765,0.0,0.0,4.0,203.529411765,1.0,0.0,0,0
305,290223u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,39,446,182,286.333333333,0.0,0.0,0.0,286.333333333,1.0,0.0,0,0
306,29022u,1,30.5,2,1,5.0,1.0,1.0,10.0,1.0,1.0,61,368,152,72.8852459016,0.0,0.0,45.5,16.3852459016,0.1,0.9,1,1
307,290236u,1,7.5,2,2,3.0,1.0,1.0,9.0,1.0,1.0,83,823,306,185.674698795,0.0,0.0,19.5,146.174698795,0.2,0.8,1,1
308,290255u,0,16.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,23,225,95,202.782608696,0.0,0.0,29.0,166.782608696,0.0,1.0,1,1
309,290268u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,63,417,191,119.952380952,0.0,0.0,11.0,108.952380952,1.0,0.0,0,0
310,290292u,1,6.75,4,2,6.0,3.0,2.0,11.2,5.0,2.0,23,300,107,283.260869565,2.0,0.0,23.95,248.810869565,0.1,0.9,1,1
311,290315u,1,24.0,1,1,14.0,1.0,1.0,10.0,1.0,1.0,5,34,19,110.6,0.0,0.0,48.0,56.6,0.0,1.0,1,1
312,290340u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25,194,99,168.52,0.0,0.0,12.0,156.52,1.0,0.0,0,0
313,290348u,0,11.2,5,2,4.66666666667,3.0,2.0,7.5,2.0,2.0,55,631,241,571.036363636,0.0,0.0,23.3666666667,544.669696969,0.0,1.0,1,1
314,290353u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,45,430,170,175.955555556,0.0,0.0,2.0,173.955555556,1.0,0.0,0,0
315,290367u,1,19.0,3,2,9.5,2.0,2.0,23.0,1.0,1.0,155,729,362,141.361290323,0.0,0.0,51.5,79.861290323,0.0,1.0,1,1
316,290371u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,83,637,267,83.6506024096,0.0,0.0,1.0,82.6506024096,1.0,0.0,0,0
317,290377u,0,7.0,1,1,3.0,1.0,1.0,8.0,1.0,1.0,12,158,71,198.25,0.0,0.0,18.0,177.25,0.0,1.0,1,1
318,290378u,0,76.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,56,432,190,120.482142857,0.0,0.0,76.0,44.482142857,1.0,0.0,0,0
319,290386u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,37,348,135,233.378378378,0.0,0.0,6.0,227.378378378,1.0,0.0,0,0
320,290387u,0,11.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,28,265,120,73.75,0.0,0.0,24.0,47.75,0.0,1.0,1,1
321,29039u,1,1.6,5,2,0.0,2.0,1.0,0.0,0.0,0.0,63,452,190,121.53968254,0.0,0.0,1.6,119.93968254,1.0,0.0,0,0
322,2903u,0,29.3333333333,3,2,4.0,2.0,2.0,17.0,2.0,2.0,19,436,139,436.631578947,0.0,0.0,50.3333333333,380.298245614,0.1,0.9,1,1
323,290401u,1,9.0,7,4,9.0,3.0,3.0,18.0,3.0,3.0,89,898,371,225.393258427,0.0,0.0,36.0,182.893258427,0.0,1.0,1,1
324,290434u,1,23.6666666667,3,3,6.0,1.0,1.0,9.0,1.0,1.0,36,362,164,274.972222222,0.0,0.0,38.6666666667,226.305555555,0.0,1.0,1,1
325,290448u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,206,71,282.176470588,0.0,0.0,2.0,280.176470588,1.0,0.0,0,0
326,290453u,0,5.25,4,3,4.0,1.0,1.0,8.0,1.0,1.0,34,683,211,173.823529412,0.0,0.0,17.25,153.573529412,0.0,1.0,1,1
327,290455u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,70,609,271,105.985714286,0.0,0.0,3.0,102.985714286,1.0,0.0,0,0
328,290462u,1,19.0,1,1,13.0,1.0,1.0,20.0,1.0,1.0,71,477,211,136.605633803,0.0,0.0,52.0,80.605633803,0.0,1.0,1,1
329,290468u,0,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,65,501,235,145.815384615,0.0,0.0,14.0,131.815384615,1.0,0.0,0,0
330,290481u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,29,436,139,228.689655172,0.0,0.0,5.0,223.689655172,1.0,0.0,0,0
331,290490u,0,11.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,68,563,216,112.882352941,0.0,0.0,29.0,80.882352941,0.0,1.0,1,1
332,290491u,1,8.0,1,1,19.0,1.0,1.0,0.0,0.0,0.0,13,119,41,397.153846154,0.0,0.0,27.0,370.153846154,1.0,0.0,0,0
333,290499u,0,10.5,4,4,2.0,3.0,3.0,8.0,3.0,3.0,26,523,210,192.961538462,0.0,0.0,20.5,169.794871795,0.0,1.0,1,1
