,identificador,Página,Promedio de tiempo en la página,Número de visitas a páginas,Número de visitas a páginas únicas
53348,252708u,page4,6.0,1,1
53349,217903u,page1,23.5,2,2
53350,181618u,page3,13.5,2,2
53351,181618u,page1,10.0,2,2
53352,181618u,page4,5.5,2,2
53353,181618u,page2,3.0,2,2
53354,213322u,page1,11.5,2,2
53355,106204u,page1,31.0,1,1
53356,106204u,page3,17.0,1,1
53357,106204u,page4,5.0,1,1
53358,106204u,page2,4.0,1,1
53359,6249u,page1,13.25,4,2
53360,110942u,page1,21.0,1,1
53361,110942u,page2,17.0,1,1
53362,110942u,page3,5.0,1,1
53363,136306u,page1,4.0,1,1
53364,258339u,page1,0.0,1,1
53365,37182u,page1,14.25,4,3
53366,37182u,page3,13.0,2,2
53367,37182u,page4,8.0,2,2
53368,37182u,page2,5.0,2,2
53369,138756u,page1,6.0,3,3
53370,18978u,page1,17.0,2,2
53371,18978u,page4,14.5,2,2
53372,18978u,page3,12.0,2,2
53373,18978u,page2,3.0,2,2
53374,258329u,page3,9.0,1,1
53375,258329u,page4,6.0,1,1
53376,258329u,page1,5.0,1,1
53377,258329u,page2,2.0,1,1
53378,206268u,page1,5.0,1,1
53379,286763u,page1,16.0,1,1
53380,184126u,page2,0.0,1,1
53381,184126u,page3,0.0,1,1
53382,184126u,page1,0.0,1,1
53383,184126u,page4,0.0,1,1
53384,269655u,page1,7.0,1,1
53385,299379u,page2,3.5,2,2
53386,299379u,page1,3.0,2,2
53387,299379u,page3,2.5,2,2
53388,299379u,page4,1.0,2,2
53389,57901u,page1,11.0,1,1
53390,244242u,page2,44.4,5,3
53391,244242u,page1,14.1111111111,9,3
53392,159107u,page1,17.75,4,4
53393,222853u,page2,0.5,2,1
53394,222853u,page3,0.0,2,1
53395,222853u,page1,0.0,3,1
53396,222853u,page4,0.0,1,1
53397,244526u,page3,7.0,3,2
53398,244526u,page1,3.5,2,2
53399,244526u,page4,3.5,2,2
53400,244526u,page2,1.0,2,2
53401,49065u,page1,0.0,1,1
53402,36168u,page1,1.5,2,1
53403,176064u,page1,4.0,1,1
53404,150127u,page1,2.0,1,1
53405,57953u,page3,11.0,1,1
53406,57953u,page2,9.0,1,1
53407,57953u,page1,7.0,3,3
53408,57953u,page4,6.0,1,1
53409,43299u,page1,17.0,1,1
53410,272117u,page3,12.0,2,2
53411,272117u,page1,9.5,2,2
53412,272117u,page2,5.5,2,2
53413,272117u,page4,2.5,2,2
53414,223806u,page2,10.0,1,1
53415,223806u,page1,6.0,4,2
53416,218182u,page1,12.3333333333,3,1
53417,218182u,page3,10.0,1,1
53418,218182u,page4,6.0,1,1
53419,218182u,page2,3.0,1,1
53420,243526u,page1,1.0,1,1
53421,126889u,page1,19.3333333333,3,3
53422,126889u,page3,11.5,2,2
53423,126889u,page2,5.5,2,2
53424,126889u,page4,3.5,2,2
53425,164452u,page3,31.2,5,4
53426,164452u,page1,9.75,8,4
53427,164452u,page4,6.25,4,4
53428,164452u,page2,3.25,4,4
53429,97432u,page1,6.25,4,3
53430,225826u,page1,12.0,3,3
53431,225826u,page3,11.0,1,1
53432,225826u,page4,4.0,1,1
53433,225826u,page2,3.0,1,1
53434,219410u,page1,1.0,1,1
53435,182456u,page3,17.0,1,1
53436,182456u,page1,11.0,3,3
53437,182456u,page4,7.0,1,1
53438,182456u,page2,4.0,1,1
53439,116246u,page3,67.0,1,1
53440,116246u,page1,45.0,2,1
53441,116246u,page4,18.0,1,1
53442,116246u,page2,14.0,1,1
53443,8852u,page3,28.0,1,1
53444,8852u,page1,21.5,2,1
53445,8852u,page2,4.0,1,1
53446,49327u,page1,6.8,5,4
53447,253903u,page1,17.0,2,2
53448,253903u,page3,7.0,1,1
53449,253903u,page4,4.0,1,1
53450,253903u,page2,3.0,1,1
53451,13101u,page1,24.0,1,1
53452,13101u,page3,14.0,1,1
53453,13101u,page4,8.0,1,1
53454,13101u,page2,5.0,1,1
53455,78794u,page1,15.6666666667,3,2
53456,78794u,page3,12.0,1,1
53457,78794u,page2,6.0,1,1
53458,78794u,page4,4.0,1,1
53459,224390u,page1,4.0,1,1
53460,238756u,page1,6.0,1,1
53461,152223u,page1,14.25,16,13
53462,152223u,page3,7.71428571429,7,7
53463,152223u,page2,5.72727272727,11,10
53464,152223u,page4,4.4,7,7
53465,192981u,page1,6.0,1,1
53466,63393u,page3,442.0,3,2
53467,63393u,page1,11.75,4,2
53468,63393u,page4,4.0,1,1
53469,63393u,page2,3.0,4,2
53470,49451u,page3,9.0,1,1
53471,49451u,page1,8.0,2,2
53472,49451u,page4,5.0,1,1
53473,49451u,page2,4.0,1,1
53474,152043u,page1,172.0,1,1
53475,152043u,page2,5.0,1,1
53476,16058u,page3,22.5,2,1
53477,16058u,page2,6.5,2,1
53478,16058u,page1,5.0,3,1
53479,16159u,page1,16.0,1,1
53480,179833u,page1,18.0,2,1
53481,179833u,page3,13.0,1,1
53482,179833u,page2,12.0,1,1
53483,137684u,page1,2.0,1,1
53484,145466u,page1,6.0,1,1
53485,52656u,page1,101.0,2,2
53486,195757u,page1,11.0,1,1
53487,54706u,page1,57.0,2,2
53488,54706u,page3,19.0,2,2
53489,54706u,page4,17.0,2,2
53490,54706u,page2,11.5,2,2
53491,217294u,page1,44.0,1,1
53492,137777u,page1,17.0,1,1
53493,144820u,page1,15.0,5,3
53494,144820u,page3,13.5,2,2
53495,144820u,page2,13.0,4,3
53496,144820u,page4,12.0,2,2
53497,191737u,page1,0.0,1,1
53498,139984u,page2,16.3333333333,3,2
53499,139984u,page1,4.0,6,2
53500,199523u,page1,12.0,1,1
53501,192007u,page3,15.0,1,1
53502,192007u,page1,8.5,2,2
53503,192007u,page4,4.0,1,1
53504,192007u,page2,3.0,2,2
53505,232550u,page1,39.0,1,1
53506,142386u,page1,11.0,1,1
53507,142386u,page4,10.0,1,1
53508,142386u,page3,8.0,1,1
53509,142386u,page2,4.0,1,1
53510,240185u,page3,16.0,1,1
53511,240185u,page1,5.8,5,5
53512,240185u,page4,3.0,1,1
53513,240185u,page2,1.0,1,1
53514,91497u,page3,21.0,1,1
53515,91497u,page2,12.0,1,1
53516,91497u,page1,8.0,1,1
53517,91497u,page4,8.0,1,1
53518,195977u,page2,17.0,1,1
53519,195977u,page1,8.0,1,1
53520,195977u,page4,5.0,1,1
53521,195977u,page3,4.0,1,1
53522,42493u,page1,5.0,1,1
53523,256322u,page1,3.0,1,1
53524,47593u,page1,9.5,2,2
53525,280877u,page4,5.0,2,2
53526,280877u,page1,4.0,3,2
53527,280877u,page3,3.5,2,2
53528,280877u,page2,2.5,2,2
53529,111114u,page4,8.0,1,1
53530,111114u,page1,7.33333333333,3,1
53531,111114u,page2,7.0,3,1
53532,111114u,page3,7.0,1,1
53533,31162u,page1,5.5,2,2
53534,133771u,page1,17.6666666667,3,2
53535,133771u,page3,12.0,1,1
53536,133771u,page4,6.0,1,1
53537,133771u,page2,3.0,1,1
53538,42659u,page3,9.5,2,2
53539,42659u,page1,7.0,2,2
53540,42659u,page4,3.5,2,2
53541,42659u,page2,3.0,2,2
53542,25088u,page2,47.0,1,1
53543,25088u,page1,19.1428571429,7,6
53544,132255u,page1,1.0,1,1
53545,51210u,page3,17.25,4,3
53546,51210u,page1,9.375,8,5
53547,51210u,page2,8.0,5,4
53548,51210u,page4,2.33333333333,3,3
53549,50010u,page1,57.0,2,2
53550,50010u,page3,9.33333333333,3,1
53551,50010u,page4,4.0,1,1
53552,50010u,page2,2.0,1,1
53553,12017u,page2,17.0,1,1
53554,12017u,page1,14.0,2,1
53555,299877u,page1,15.0,4,3
53556,277445u,page3,11.0,1,1
53557,277445u,page1,11.0,1,1
53558,277445u,page4,7.0,1,1
53559,277445u,page2,4.0,1,1
53560,2262u,page3,6.0,5,5
53561,2262u,page1,5.14285714286,7,6
53562,2262u,page4,4.0,5,5
53563,2262u,page2,1.8,5,5
53564,181269u,page3,20.0,1,1
53565,181269u,page1,10.0,1,1
53566,181269u,page4,5.0,1,1
53567,181269u,page2,4.0,1,1
53568,151531u,page1,35.0,1,1
53569,151531u,page3,29.0,1,1
53570,151531u,page2,2.0,1,1
53571,214481u,page1,9.0,1,1
53572,190378u,page3,22.5,2,1
53573,190378u,page2,14.5,2,1
53574,190378u,page1,14.5,2,1
53575,190378u,page4,9.0,1,1
53576,17871u,page4,28.2,5,5
53577,17871u,page3,10.5,6,5
53578,17871u,page2,5.75,8,5
53579,17871u,page1,4.625,8,5
53580,142752u,page1,37.0,1,1
53581,215481u,page1,43.0,1,1
53582,215481u,page3,8.0,1,1
53583,215481u,page4,8.0,1,1
53584,215481u,page2,7.0,1,1
53585,22853u,page1,8.0,1,1
53586,269173u,page2,15.0,1,1
53587,269173u,page1,11.0,1,1
53588,154413u,page1,9.5,2,1
53589,154413u,page4,8.0,1,1
53590,154413u,page3,5.0,2,1
53591,154413u,page2,1.0,2,1
53592,23882u,page1,26.0,1,1
53593,96173u,page1,2.0,1,1
53594,146707u,page1,138.833333333,6,5
53595,146707u,page3,9.5,2,2
53596,146707u,page2,2.0,2,2
53597,162945u,page1,6.0,1,1
53598,195809u,page3,8.0,3,1
53599,195809u,page1,5.25,4,2
53600,195809u,page4,5.0,1,1
53601,195809u,page2,2.0,1,1
53602,132763u,page1,14.75,4,2
53603,132763u,page3,7.0,2,2
53604,132763u,page4,6.0,2,2
53605,132763u,page2,4.0,2,2
53606,57132u,page3,12.0,2,2
53607,57132u,page1,11.0,3,2
53608,57132u,page4,8.0,2,2
53609,57132u,page2,6.33333333333,3,2
53610,231985u,page1,4.0,1,1
53611,108469u,page1,3.0,2,1
53612,192657u,page3,12.0,1,1
53613,192657u,page2,7.66666666667,3,1
53614,192657u,page1,6.66666666667,6,2
53615,192657u,page4,6.0,1,1
53616,297817u,page1,30.0,1,1
53617,297817u,page3,10.0,1,1
53618,297817u,page2,9.0,1,1
53619,297817u,page4,5.0,1,1
53620,29456u,page1,4.0,1,1
53621,101782u,page1,13.0,2,1
53622,4618u,page1,1.0,2,1
53623,94471u,page3,12.0,2,2
53624,94471u,page1,11.0,3,2
53625,94471u,page2,4.0,2,2
53626,94471u,page4,3.0,2,2
53627,10341u,page1,25.3333333333,6,5
53628,10341u,page3,21.6,5,4
53629,10341u,page2,13.6,5,4
53630,10341u,page4,6.0,4,4
53631,28804u,page1,23.0,1,1
53632,119668u,page3,17.5,2,2
53633,119668u,page1,7.5,2,2
53634,119668u,page4,5.5,2,2
53635,119668u,page2,3.0,2,2
53636,240994u,page1,40.3333333333,3,3
53637,240994u,page3,12.0,1,1
53638,240994u,page2,9.0,2,2
53639,240994u,page4,5.0,1,1
53640,112025u,page1,4.0,2,1
53641,2649u,page1,16.0,2,2
53642,2649u,page2,14.0,1,1
53643,2649u,page3,0.0,1,1
53644,140662u,page1,18.3333333333,6,4
53645,140662u,page3,14.5,4,2
53646,140662u,page2,7.5,2,2
53647,140662u,page4,7.0,2,2
53648,183617u,page2,17.5,2,2
53649,183617u,page1,17.5,2,2
53650,183617u,page3,7.5,2,2
53651,183617u,page4,4.0,2,2
53652,209644u,page2,13.0,1,1
53653,209644u,page1,2.75,4,3
53654,232978u,page1,11.0,1,1
53655,277121u,page1,71.0,1,1
53656,277121u,page3,16.8333333333,6,1
53657,277121u,page2,4.0,1,1
53658,248052u,page3,35.0,1,1
53659,248052u,page1,18.5,2,1
53660,248052u,page2,11.5,2,1
53661,240800u,page1,0.0,1,1
53662,28039u,page2,13.0,2,1
53663,28039u,page3,13.0,1,1
53664,28039u,page1,9.5,2,1
53665,28039u,page4,7.0,1,1
53666,292141u,page1,34.0,1,1
53667,292141u,page3,17.0,1,1
53668,292141u,page4,8.0,1,1
53669,292141u,page2,5.0,1,1
53670,46020u,page1,10.6666666667,3,1
53671,96980u,page1,44.8333333333,44,39
53672,72878u,page1,34.5,2,2
53673,72878u,page4,11.0,1,1
53674,72878u,page3,8.0,1,1
53675,72878u,page2,7.0,1,1
53676,238101u,page1,28.5,3,2
53677,238101u,page3,7.33333333333,3,1
53678,238101u,page2,5.0,1,1
53679,238101u,page4,5.0,1,1
53680,177796u,page3,10.5,2,2
53681,177796u,page1,9.42857142857,7,4
53682,177796u,page2,9.4,5,4
53683,177796u,page4,4.5,2,2
53684,106303u,page3,7.75,4,3
53685,106303u,page1,3.33333333333,3,3
53686,106303u,page4,2.33333333333,3,3
53687,106303u,page2,2.0,4,3
53688,6005u,page1,12.0,3,1
53689,6005u,page2,7.5,2,1
53690,25436u,page1,2.0,1,1
53691,37254u,page3,34.6666666667,9,8
53692,37254u,page1,10.35,20,10
53693,37254u,page4,4.6,5,5
53694,37254u,page2,3.90909090909,11,8
53695,257135u,page1,32.9090909091,12,6
53696,257135u,page3,21.5333333333,16,3
53697,257135u,page4,9.0,1,1
53698,257135u,page2,4.5,6,3
53699,195084u,page3,10.0,1,1
53700,195084u,page2,9.0,1,1
53701,195084u,page1,9.0,1,1
53702,195084u,page4,8.0,1,1
53703,176313u,page1,19.0,3,2
53704,176313u,page2,14.0,1,1
53705,22418u,page1,6.0,1,1
53706,180424u,page1,25.0,1,1
53707,228017u,page2,7.0,1,1
53708,228017u,page1,6.0,2,1
53709,164010u,page1,9.33333333333,3,1
53710,36798u,page1,19.0,2,1
53711,36798u,page3,10.0,1,1
53712,36798u,page2,6.0,1,1
53713,36798u,page4,4.0,1,1
53714,193624u,page1,21.0,1,1
53715,193624u,page2,8.0,1,1
53716,155779u,page1,2.0,1,1
53717,35191u,page1,16.0,2,2
53718,35191u,page3,14.5,2,2
53719,35191u,page4,10.0,2,2
53720,35191u,page2,5.0,2,2
53721,148121u,page1,7.0,1,1
53722,163473u,page1,4.0,1,1
53723,109241u,page1,0.0,1,1
53724,249313u,page2,0.0,1,1
53725,249313u,page3,0.0,5,1
53726,249313u,page1,0.0,1,1
53727,249313u,page4,0.0,1,1
53728,119724u,page4,16.0,1,1
53729,119724u,page3,12.0,1,1
53730,119724u,page2,10.0,1,1
53731,119724u,page1,8.6,5,3
53732,187678u,page1,12.3333333333,3,3
53733,187678u,page3,10.0,1,1
53734,187678u,page4,5.0,1,1
53735,187678u,page2,3.0,1,1
53736,30830u,page1,4.42857142857,7,3
53737,293988u,page1,9.0,1,1
53738,194331u,page1,17.0,1,1
53739,40299u,page3,72.0,1,1
53740,40299u,page4,17.0,1,1
53741,40299u,page1,16.0,1,1
53742,40299u,page2,9.0,1,1
53743,248311u,page1,14.0,3,2
53744,144482u,page1,7.4,5,4
53745,40092u,page3,28.0,1,1
53746,40092u,page1,11.0,2,2
53747,40092u,page4,6.0,1,1
53748,40092u,page2,5.0,1,1
53749,172080u,page1,0.0,1,1
53750,85913u,page1,14.0,11,6
53751,117566u,page1,9.0,3,1
53752,117566u,page3,8.0,1,1
53753,117566u,page2,7.5,2,1
53754,117566u,page4,6.0,1,1
53755,110659u,page1,4.0,1,1
53756,243801u,page1,24.0,3,3
53757,243801u,page3,17.0,1,1
53758,243801u,page2,11.0,1,1
53759,243801u,page4,11.0,1,1
53760,105047u,page1,38.75,5,4
53761,105047u,page3,9.0,2,2
53762,105047u,page4,6.0,2,2
53763,105047u,page2,5.0,2,2
53764,223780u,page4,1.0,1,1
53765,223780u,page2,0.0,1,1
53766,223780u,page3,0.0,1,1
53767,223780u,page1,0.0,1,1
53768,115569u,page2,12.5,2,1
53769,115569u,page3,12.0,1,1
53770,115569u,page1,7.33333333333,3,1
53771,160379u,page3,16.0,1,1
53772,160379u,page2,11.0,1,1
53773,160379u,page1,6.0,1,1
53774,160379u,page4,5.0,1,1
53775,282954u,page1,3.0,1,1
53776,232752u,page3,9.0,2,2
53777,232752u,page1,4.2,6,4
53778,232752u,page4,4.0,2,2
53779,232752u,page2,3.5,2,2
53780,222725u,page1,5.0,1,1
53781,184898u,page2,11.0,2,2
53782,184898u,page3,10.0,1,1
53783,184898u,page1,8.4,5,4
53784,184898u,page4,2.0,1,1
53785,207752u,page3,53.5,2,2
53786,207752u,page4,30.0,1,1
53787,207752u,page1,9.4,5,3
53788,207752u,page2,5.0,4,2
53789,163241u,page1,1.0,1,1
53790,106926u,page1,2.0,1,1
53791,151328u,page2,23.0,1,1
53792,151328u,page1,13.5,4,1
53793,194347u,page1,19.5,2,1
53794,102666u,page1,28.0,2,2
53795,102666u,page4,13.0,1,1
53796,102666u,page3,12.0,1,1
53797,102666u,page2,10.0,1,1
53798,129591u,page1,17.0,1,1
53799,217238u,page1,2.0,1,1
53800,41589u,page1,31.0,1,1
53801,41589u,page3,23.0,2,1
53802,41589u,page4,14.0,1,1
53803,41589u,page2,12.0,1,1
53804,299104u,page3,22.0,1,1
53805,299104u,page1,18.0,1,1
53806,299104u,page2,8.0,1,1
53807,299104u,page4,7.0,1,1
53808,205902u,page1,10.75,4,4
53809,205902u,page3,10.5,2,2
53810,205902u,page4,4.5,2,2
53811,205902u,page2,4.0,2,2
53812,263255u,page3,16.125,8,6
53813,263255u,page4,7.14285714286,7,6
53814,263255u,page2,5.77777777778,9,7
53815,263255u,page1,5.18181818182,11,8
53816,27482u,page1,4.0,2,2
53817,30870u,page1,7.66666666667,3,2
53818,243471u,page1,8.33333333333,3,2
53819,216069u,page1,0.0,1,1
53820,5120u,page2,874.0,1,1
53821,5120u,page1,6.0,1,1
53822,41240u,page1,3.0,2,1
53823,89081u,page3,11.0,1,1
53824,89081u,page1,4.66666666667,3,2
53825,89081u,page2,4.0,1,1
53826,43692u,page3,20.4285714286,7,6
53827,43692u,page2,13.0,8,7
53828,43692u,page4,7.71428571429,7,6
53829,43692u,page1,6.27272727273,11,8
53830,93145u,page1,16.5,2,2
53831,93145u,page3,10.0,1,1
53832,93145u,page2,6.0,1,1
53833,93145u,page4,5.0,1,1
53834,52896u,page3,11.3333333333,3,3
53835,52896u,page4,7.33333333333,3,3
53836,52896u,page1,4.5,4,3
53837,52896u,page2,4.33333333333,3,3
53838,65203u,page3,10.0,1,1
53839,65203u,page2,6.0,1,1
53840,65203u,page1,6.0,2,1
53841,65203u,page4,2.0,1,1
53842,110007u,page3,22.0,2,2
53843,110007u,page1,18.3333333333,3,3
53844,110007u,page2,8.0,2,2
53845,110007u,page4,6.0,1,1
53846,106897u,page1,22.3333333333,3,2
53847,106897u,page3,7.0,1,1
53848,106897u,page2,5.5,2,1
53849,106897u,page4,2.0,1,1
53850,256227u,page1,0.5,2,1
53851,256227u,page2,0.0,1,1
53852,242089u,page3,15.0,1,1
53853,242089u,page1,9.5,2,2
53854,242089u,page2,4.0,1,1
53855,242089u,page4,4.0,1,1
53856,37232u,page3,15.0,3,2
53857,37232u,page1,8.0,4,3
53858,37232u,page4,5.0,2,2
53859,37232u,page2,2.0,2,2
53860,15402u,page1,16.0,3,1
53861,15402u,page3,10.5,2,1
53862,15402u,page2,7.0,2,1
53863,15402u,page4,5.0,2,1
53864,94186u,page1,7.0,1,1
53865,13390u,page1,4.0,1,1
53866,121336u,page1,8.0,1,1
53867,12548u,page3,13.0,1,1
53868,12548u,page2,6.5,2,1
53869,12548u,page1,4.25,4,2
53870,12548u,page4,4.0,1,1
53871,24653u,page4,16.0,1,1
53872,24653u,page3,12.0,1,1
53873,24653u,page1,6.0,3,2
53874,24653u,page2,3.0,1,1
53875,140213u,page1,7.0,1,1
53876,37536u,page1,11.6666666667,3,3
53877,37536u,page3,8.0,3,3
53878,37536u,page4,5.66666666667,3,3
53879,37536u,page2,3.33333333333,3,3
53880,147263u,page1,13.0,1,1
53881,147263u,page3,9.0,1,1
53882,147263u,page4,6.0,1,1
53883,147263u,page2,5.0,1,1
53884,256444u,page2,8.0,1,1
53885,256444u,page1,5.09090909091,12,9
53886,111503u,page1,14.0,2,2
53887,111503u,page3,9.5,2,2
53888,111503u,page2,8.5,2,2
53889,111503u,page4,4.5,2,2
53890,122338u,page1,17.5,2,2
53891,122338u,page2,13.6666666667,3,2
53892,122338u,page3,10.0,2,2
53893,122338u,page4,7.5,2,2
53894,197181u,page1,5.0,2,2
53895,174454u,page1,16.0,1,1
53896,121991u,page1,0.0,1,1
53897,9537u,page1,5.0,1,1
53898,59892u,page2,18.0,2,1
53899,59892u,page1,8.0,3,1
53900,75814u,page1,2.0,1,1
53901,231578u,page3,9.0,1,1
53902,231578u,page1,7.0,1,1
53903,231578u,page4,4.0,1,1
53904,231578u,page2,3.0,1,1
53905,182774u,page1,12.0,1,1
53906,428u,page1,13.0,1,1
53907,256881u,page1,41.0,1,1
53908,128615u,page1,15.5,2,1
53909,128615u,page2,11.0,1,1
53910,128615u,page3,6.0,1,1
53911,199163u,page1,27.0,1,1
53912,199163u,page3,15.0,1,1
53913,199163u,page4,9.0,1,1
53914,199163u,page2,8.0,1,1
53915,199796u,page2,13.5,2,1
53916,199796u,page1,12.3333333333,3,1
53917,199796u,page3,11.0,1,1
53918,199796u,page4,8.0,1,1
53919,251700u,page3,22.0,1,1
53920,251700u,page1,7.0,5,2
53921,251700u,page2,6.0,4,2
53922,251700u,page4,5.0,1,1
53923,10057u,page1,13.8,5,3
53924,10057u,page2,10.5,2,2
53925,147222u,page1,4.0,1,1
53926,7793u,page1,7.0,1,1
53927,109182u,page1,2.0,1,1
53928,148977u,page1,6.4,5,4
53929,86410u,page3,9.0,1,1
53930,86410u,page1,5.66666666667,3,3
53931,86410u,page2,2.0,2,2
53932,86410u,page4,2.0,1,1
53933,291389u,page1,5.5,2,2
53934,278143u,page1,17.0,3,3
53935,278143u,page3,10.0,1,1
53936,278143u,page2,7.0,1,1
53937,278143u,page4,6.0,1,1
53938,123469u,page1,4.0,1,1
53939,93959u,page1,6.0,1,1
53940,187846u,page1,4.0,1,1
53941,210155u,page1,52.6,5,3
53942,210155u,page3,9.0,1,1
53943,210155u,page2,6.5,2,2
53944,210155u,page4,6.0,1,1
53945,183471u,page1,14.0,5,3
53946,183471u,page3,13.6666666667,3,2
53947,183471u,page2,9.33333333333,4,3
53948,183471u,page4,8.0,1,1
53949,110428u,page3,27.0,1,1
53950,110428u,page1,13.5,4,3
53951,110428u,page4,10.0,1,1
53952,110428u,page2,4.0,1,1
53953,248320u,page1,6.0,1,1
53954,9104u,page4,27.0,1,1
53955,9104u,page1,10.5,2,1
53956,9104u,page3,8.0,1,1
53957,9104u,page2,1.0,2,1
53958,153695u,page1,32.0,1,1
53959,248695u,page1,76.0,1,1
53960,236628u,page1,14.0,2,2
53961,257486u,page3,13.0,1,1
53962,257486u,page2,7.0,2,1
53963,257486u,page1,7.0,4,1
53964,257486u,page4,5.0,1,1
53965,29550u,page1,6.0,1,1
53966,82282u,page2,18.0,1,1
53967,82282u,page1,11.0,5,4
53968,228948u,page1,330.0,2,2
53969,189892u,page1,3.5,2,1
53970,164945u,page2,8.0,1,1
53971,164945u,page1,6.0,1,1
53972,1544u,page1,8.0,1,1
53973,247418u,page2,26.0,1,1
53974,247418u,page1,18.8,5,4
53975,18670u,page1,14.5,2,2
53976,125190u,page1,8.0,1,1
53977,201097u,page2,0.0,1,1
53978,201097u,page3,0.0,1,1
53979,201097u,page1,0.0,1,1
53980,201097u,page4,0.0,1,1
53981,58922u,page1,23.3333333333,3,2
53982,58922u,page3,11.0,2,2
53983,58922u,page2,7.0,2,2
53984,58922u,page4,6.0,2,2
53985,145321u,page1,2.0,2,1
53986,120911u,page1,6.0,1,1
53987,70846u,page1,28.0,4,2
53988,70846u,page2,15.0,2,2
53989,70846u,page3,9.0,1,1
53990,70846u,page4,4.0,1,1
53991,24093u,page3,9.0,1,1
53992,24093u,page1,8.0,3,2
53993,24093u,page4,7.0,1,1
53994,24093u,page2,1.66666666667,3,2
53995,265597u,page3,11.6666666667,3,2
53996,265597u,page1,10.0,5,3
53997,265597u,page4,4.5,2,2
53998,265597u,page2,3.0,3,3
53999,206288u,page2,33.5,2,1
54000,206288u,page3,15.0,1,1
54001,206288u,page4,10.0,1,1
54002,206288u,page1,8.5,4,1
54003,149867u,page3,12.5,2,1
54004,149867u,page1,10.3333333333,3,1
54005,149867u,page4,6.0,1,1
54006,149867u,page2,2.5,2,1
54007,215730u,page1,14.0,1,1
54008,215730u,page3,10.0,1,1
54009,215730u,page2,3.0,1,1
54010,215730u,page4,2.0,1,1
54011,235185u,page1,4.0,1,1
54012,65085u,page1,4.5,2,2
54013,154885u,page4,10.0,5,4
54014,154885u,page1,7.8,5,4
54015,154885u,page3,6.0,5,4
54016,154885u,page2,2.2,5,4
54017,239939u,page1,14.5,2,1
54018,33757u,page1,4.0,1,1
54019,30070u,page1,12.4,5,4
54020,35053u,page1,13.5,2,2
54021,169653u,page3,50.25,4,2
54022,169653u,page2,20.5,2,2
54023,169653u,page1,13.5,2,2
54024,169653u,page4,12.0,2,2
54025,294527u,page1,43.0,1,1
54026,294527u,page3,9.0,1,1
54027,294527u,page4,9.0,1,1
54028,294527u,page2,5.0,1,1
54029,130817u,page3,11.0,1,1
54030,130817u,page1,10.0,2,1
54031,130817u,page4,7.5,2,1
54032,130817u,page2,4.0,1,1
54033,271018u,page1,6.5,2,2
54034,271018u,page3,3.5,2,2
54035,271018u,page2,2.0,2,2
54036,271018u,page4,1.5,2,2
54037,64127u,page1,60.6086956522,23,13
54038,64127u,page2,15.6666666667,3,1
54039,208155u,page1,50.0,1,1
54040,40298u,page3,117.0,1,1
54041,40298u,page1,59.6666666667,3,3
54042,40298u,page2,14.0,1,1
54043,40298u,page4,11.0,1,1
54044,195130u,page1,7.0,1,1
54045,219335u,page1,20.6666666667,6,4
54046,219335u,page3,12.0,1,1
54047,219335u,page4,8.0,1,1
54048,219335u,page2,3.0,1,1
54049,237290u,page1,7.0,1,1
54050,158420u,page1,23.5,2,2
54051,262219u,page1,811.5,2,1
54052,262219u,page3,11.0,1,1
54053,262219u,page2,4.0,1,1
54054,262219u,page4,4.0,1,1
54055,163997u,page1,21.0,2,2
54056,163997u,page2,13.0,1,1
54057,163997u,page3,11.0,1,1
54058,163997u,page4,8.0,1,1
54059,38275u,page1,18.5,2,2
54060,7777u,page1,14.0,2,2
54061,7777u,page3,11.5,2,2
54062,7777u,page2,5.0,2,2
54063,7777u,page4,3.5,2,2
54064,194423u,page1,4.0,1,1
54065,31764u,page1,8.5,2,1
54066,31764u,page2,6.0,1,1
54067,31764u,page3,3.0,1,1
54068,250151u,page1,57.0,1,1
54069,250151u,page4,19.0,1,1
54070,250151u,page3,15.0,1,1
54071,250151u,page2,14.0,1,1
54072,245557u,page1,16.0,2,1
54073,245557u,page2,11.0,1,1
54074,80235u,page1,5.0,1,1
54075,230658u,page4,10.3333333333,3,3
54076,230658u,page3,3.33333333333,3,3
54077,230658u,page1,2.25,4,3
54078,230658u,page2,1.0,4,3
54079,184637u,page1,1.0,1,1
54080,91040u,page1,4.0,1,1
54081,214142u,page1,4.0,1,1
54082,237579u,page1,0.0,2,1
54083,194586u,page1,25.3333333333,3,2
54084,231823u,page1,35.0,1,1
54085,231823u,page3,16.0,1,1
54086,231823u,page2,4.0,1,1
54087,231823u,page4,4.0,1,1
54088,71847u,page1,28.0,1,1
54089,71847u,page3,9.0,1,1
54090,71847u,page4,4.0,1,1
54091,71847u,page2,3.0,1,1
54092,64135u,page1,8.0,1,1
54093,38898u,page1,20.0,1,1
54094,38898u,page3,12.0,1,1
54095,38898u,page4,10.0,1,1
54096,38898u,page2,9.0,1,1
54097,127273u,page1,0.0,1,1
54098,221414u,page2,0.0,1,1
54099,221414u,page3,0.0,1,1
54100,221414u,page1,0.0,1,1
54101,221414u,page4,0.0,1,1
54102,254902u,page3,64.0,8,1
54103,254902u,page1,6.84615384615,13,2
54104,254902u,page2,3.66666666667,6,1
54105,30338u,page1,5.0,1,1
54106,56230u,page1,41.0,1,1
54107,56230u,page3,14.0,1,1
54108,56230u,page4,9.0,1,1
54109,56230u,page2,4.0,1,1
54110,51167u,page3,16.5,2,2
