identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
291514u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,310,132,73.4166666667,0.0,0.0,7.0,66.4166666667,0
291522u,1,4,5.0,3,1,3.0,2.0,1.0,72.3333333333,3.0,1.0,9.0,1.0,1.0,55,287,135,42.5818181818,0.0,0.0,80.3333333333,-46.7515151515,1
291524u,1,1,41.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,732,349,108.187919463,0.0,0.0,41.0,67.187919463,0
291534u,0,4,9.33333333333,3,3,5.0,3.0,3.0,31.6666666667,3.0,3.0,69.6666666667,3.0,3.0,51,992,347,190.215686275,0.0,0.0,46.0,74.5490196083,1
291541u,0,4,16.0,1,1,6.0,1.0,1.0,9.0,3.0,1.0,7.0,1.0,1.0,15,196,68,211.0,0.0,0.0,31.0,173.0,1
291559u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,123,52,178.818181818,0.0,0.0,7.0,171.818181818,0
291565u,1,4,11.0,1,1,3.0,1.0,1.0,15.0,1.0,1.0,5.0,1.0,1.0,10,225,59,1887.5,0.0,0.0,29.0,1853.5,1
29158u,0,1,18.3333333333,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,273,121,102.541666667,0.0,0.0,18.3333333333,84.2083333337,0
291609u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,153,55,430.785714286,0.0,0.0,4.0,426.785714286,0
291611u,1,4,6.76923076923,13,5,7.71428571429,7.0,4.0,16.25,4.0,3.0,5.0,4.0,3.0,73,664,251,254.821917808,0.0,0.0,30.7335164835,219.088401324,1
291633u,1,4,19.0,1,1,6.0,1.0,1.0,16.0,1.0,1.0,7.0,1.0,1.0,18,218,85,296.888888889,0.0,0.0,41.0,248.888888889,1
291666u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,346,140,132.147058824,0.0,0.0,3.0,129.147058824,0
291675u,1,4,4.14285714286,7,5,2.8,5.0,4.0,11.75,4.0,4.0,3.25,4.0,4.0,20,192,92,125.1,0.0,0.0,18.6928571429,103.157142857,1
291677u,1,4,4.33333333333,3,1,9.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,45,530,267,190.866666667,0.0,0.0,19.3333333333,169.533333334,1
291680u,1,4,3.66666666667,3,2,3.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,103,1046,397,180.339805825,0.0,0.0,15.6666666667,158.673139158,1
291681u,1,1,19.3333333333,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,879,384,148.21656051,0.0,0.0,19.3333333333,128.883227177,0
29168u,1,1,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,311,126,253.868421053,0.0,0.0,36.0,217.868421053,0
291690u,0,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,117,43,119.0,0.0,0.0,19.0,100.0,0
291699u,0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,254,52,204.727272727,0.0,0.0,1.0,203.727272727,0
2916u,0,4,19.0,1,1,7.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,19,244,104,201.052631579,0.0,0.0,35.0,163.052631579,1
291711u,0,4,14.0,2,1,3.0,1.0,1.0,13.0,1.0,1.0,5.0,1.0,1.0,112,680,343,53.5267857143,0.0,0.0,30.0,18.5267857143,1
291741u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,362,114,205.379310345,0.0,0.0,13.0,192.379310345,0
291742u,0,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,336,55,1037.25,0.0,0.0,10.0,1027.25,0
291745u,0,2,6.0,4,3,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,282,125,124.818181818,0.0,0.0,12.0,112.818181818,0
291770u,0,4,16.0,2,2,3.0,2.0,2.0,11.0,2.0,2.0,2.5,2.0,2.0,63,354,196,76.6984126984,0.0,0.0,30.0,44.1984126984,1
291774u,0,4,20.5,2,2,4.0,1.0,1.0,33.0,1.0,1.0,5.0,1.0,1.0,8,98,43,155.0,0.0,0.0,57.5,92.5,1
291775u,0,4,16.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,5.0,1.0,1.0,36,379,143,191.555555556,0.0,0.0,34.0,152.555555556,1
291782u,1,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,177,84,42.7586206897,0.0,0.0,25.0,17.7586206897,0
291798u,1,4,9.63636363636,11,6,4.0,8.0,6.0,19.0,10.0,6.0,7.0,5.0,5.0,10,328,124,445.3,2.0,0.0,32.6363636364,405.663636364,1
2917u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,751,202,404.214285714,0.0,0.0,8.0,396.214285714,0
291800u,1,1,5.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,863,327,174.254716981,0.0,0.0,5.0,169.254716981,0
291806u,1,4,37.0,1,1,3.0,1.0,1.0,15.0,1.0,1.0,5.0,1.0,1.0,32,230,90,98.53125,0.0,0.0,55.0,38.53125,1
29181u,0,4,20.5,2,2,3.0,2.0,2.0,16.0,2.0,2.0,3.5,2.0,2.0,91,786,345,96.4615384615,0.0,0.0,39.5,53.4615384615,1
291824u,1,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,133,87,154.75,0.0,0.0,23.0,131.75,0
291829u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,44,22,315.375,0.0,0.0,7.0,308.375,0
29182u,0,4,21.0,2,1,5.0,1.0,1.0,20.0,1.0,1.0,5.0,1.0,1.0,20,171,76,148.95,0.0,0.0,46.0,97.95,1
291832u,1,4,14.0,3,3,9.0,2.0,2.0,30.0,2.0,2.0,23.5,2.0,2.0,103,744,283,107.611650485,0.0,0.0,53.0,31.111650485,1
29183u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,261,65,461.875,0.0,0.0,0.0,461.875,0
291854u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,328,67,601.642857143,0.0,0.0,4.0,597.642857143,0
291880u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,62,30,175.75,0.0,0.0,7.0,168.75,0
291895u,0,4,14.5,2,2,7.5,2.0,2.0,12.0,1.0,1.0,7.0,1.0,1.0,32,260,119,104.34375,0.0,0.0,34.0,63.34375,1
291910u,0,4,11.6666666667,3,3,24.3333333333,3.0,3.0,7.66666666667,3.0,3.0,126.0,3.0,3.0,73,720,305,208.315068493,0.0,0.0,43.6666666667,38.6484018263,1
291924u,1,1,43.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,376,188,110.909090909,0.0,0.0,43.0,67.909090909,0
291929u,1,4,14.0,3,1,8.0,3.0,1.0,7.5,2.0,1.0,15.0,2.0,1.0,74,717,292,147.513513514,0.0,0.0,29.5,103.013513514,1
291935u,0,4,9.33333333333,3,3,3.0,3.0,3.0,11.2,5.0,3.0,6.33333333333,3.0,3.0,83,514,270,127.78313253,0.0,0.0,23.5333333333,97.9164658633,1
291938u,1,4,19.0,3,2,4.0,2.0,2.0,28.4,6.0,2.0,6.0,1.0,1.0,73,534,242,110.0,3.0,0.0,51.4,52.6,1
291947u,1,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,494,221,155.927272727,0.0,0.0,21.0,134.927272727,0
291956u,1,4,7.0,3,2,4.0,1.0,1.0,8.0,1.0,1.0,5.0,1.0,1.0,2,38,16,1013.5,0.0,0.0,19.0,989.5,1
291961u,0,4,9.75,4,3,17.3333333333,3.0,2.0,22.0,4.0,2.0,7.5,2.0,2.0,25,256,107,112.4,0.0,0.0,49.0833333333,55.8166666667,1
291974u,0,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,51,453,147,194.666666667,0.0,0.0,0.0,194.666666667,1
291977u,1,2,7.5,2,1,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,1125,494,279.073529412,0.0,0.0,25.5,253.573529412,0
291978u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,269,82,209.391304348,0.0,0.0,7.0,202.391304348,0
292003u,1,4,12.5,4,1,10.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,72,712,248,142.666666667,0.0,0.0,29.5,108.166666667,1
292010u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,184,83,81.6666666667,0.0,0.0,1.0,80.6666666667,0
29201u,1,1,47.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,401,104,936.133333333,0.0,0.0,47.0,889.133333333,0
292020u,1,4,23.5,3,3,6.0,1.0,1.0,18.0,1.0,1.0,9.0,1.0,1.0,39,569,252,498.615384615,0.0,0.0,47.5,442.115384615,1
29202u,1,4,21.5,2,1,4.0,1.0,1.0,16.0,1.0,1.0,7.0,1.0,1.0,21,199,80,126.476190476,0.0,0.0,41.5,77.976190476,1
292032u,1,4,7.0,3,3,3.33333333333,3.0,3.0,8.4,5.0,3.0,8.33333333333,3.0,3.0,15,199,84,295.6,0.0,0.0,18.7333333333,268.533333333,1
292043u,1,4,4.5,2,2,2.5,2.0,2.0,3.5,2.0,2.0,3.5,2.0,2.0,62,470,194,121.451612903,0.0,0.0,10.5,107.451612903,1
292052u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,257,102,396.954545455,0.0,0.0,2.0,394.954545455,0
292054u,1,2,4.33333333333,3,2,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140,883,349,130.15,0.0,0.0,10.3333333333,119.816666667,0
292074u,0,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,673,232,327.863636364,0.0,0.0,11.0,316.863636364,0
292080u,1,4,13.3333333333,3,3,12.0,3.0,3.0,16.6666666667,3.0,3.0,11.0,3.0,3.0,48,371,160,123.604166667,0.0,0.0,42.0,70.604166667,1
292095u,1,4,33.0,2,1,24.0,1.0,1.0,16.0,1.0,1.0,11.0,1.0,1.0,53,306,125,48.1698113208,0.0,0.0,73.0,-35.8301886792,1
292096u,0,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,499,198,180.682926829,0.0,0.0,22.0,158.682926829,0
292103u,1,2,24.0,2,1,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,132,926,382,133.189393939,0.0,0.0,37.0,96.189393939,0
292106u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,93,45,73.6666666667,0.0,0.0,4.0,69.6666666667,0
292109u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,76,30,184.0,0.0,0.0,2.0,182.0,0
292120u,1,1,25.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,765,353,113.733333333,0.0,0.0,25.0,88.733333333,0
292122u,1,4,13.0,2,2,8.0,1.0,1.0,10.0,1.0,1.0,6.0,1.0,1.0,87,485,235,94.5402298851,0.0,0.0,31.0,57.5402298851,1
292130u,1,1,41.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,256,96,88.5161290323,0.0,0.0,41.5,47.0161290323,0
292141u,1,4,34.0,1,1,5.0,1.0,1.0,17.0,1.0,1.0,8.0,1.0,1.0,2,15,9,156.5,0.0,0.0,56.0,92.5,1
292155u,1,4,30.0,1,1,8.0,1.0,1.0,20.0,1.0,1.0,5.0,1.0,1.0,1,46,16,2454.0,0.0,0.0,58.0,2391.0,1
292165u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,113,50,120.0,0.0,0.0,2.0,118.0,0
292173u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,425,159,111.672413793,0.0,0.0,4.0,107.672413793,0
292175u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,834,244,203.18,0.0,0.0,2.0,201.18,0
292179u,0,1,18.3333333333,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,611,320,226.589473684,0.0,0.0,18.3333333333,208.256140351,0
29217u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,376,136,332.5,0.0,0.0,2.0,330.5,0
292181u,0,3,9.0,3,3,3.0,2.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,189,1555,568,317.894179894,0.0,0.0,17.0,300.894179894,0
29221u,0,4,26.3333333333,3,3,5.0,3.0,3.0,14.2,5.0,3.0,4.0,2.0,2.0,103,1001,444,206.106796117,0.0,0.0,45.5333333333,156.573462784,1
292225u,1,4,9.0,3,2,8.5,2.0,2.0,9.0,2.0,2.0,66.0,2.0,2.0,69,780,298,131.434782609,0.0,0.0,26.5,38.934782609,1
292250u,0,4,45.0,1,1,7.0,1.0,1.0,18.0,1.0,1.0,6.0,1.0,1.0,9,107,37,272.0,0.0,0.0,70.0,196.0,1
292290u,0,1,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,669,292,148.3125,0.0,0.0,4.0,144.3125,0
292294u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,568,246,74.4507042254,0.0,0.0,2.0,72.4507042254,0
292297u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,1143,538,216.288990826,0.0,0.0,3.0,213.288990826,0
2922u,1,4,25.6666666667,3,3,3.5,2.0,2.0,8.5,2.0,2.0,7.5,2.0,2.0,123,788,354,182.682926829,0.0,0.0,37.6666666667,137.516260162,1
292302u,1,4,10.0,2,2,7.0,2.0,2.0,11.0,2.0,2.0,8.5,2.0,2.0,14,161,72,271.214285714,0.0,0.0,28.0,234.714285714,1
292311u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,1034,370,228.858695652,0.0,0.0,2.0,226.858695652,0
292319u,0,4,45.0,2,1,11.0,1.0,1.0,19.0,1.0,1.0,6.0,1.0,1.0,18,399,107,401.777777778,0.0,0.0,75.0,320.777777778,1
292329u,0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,222,99,106.947368421,0.0,0.0,1.0,105.947368421,0
292330u,0,4,24.8,5,4,5.0,3.0,3.0,12.75,4.0,3.0,2.66666666667,3.0,3.0,41,454,172,184.024390244,0.0,0.0,42.55,138.807723577,1
292339u,1,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,358,120,246.033333333,0.0,0.0,18.0,228.033333333,0
292353u,0,4,14.0,1,1,25.0,1.0,1.0,26.0,1.0,1.0,12.0,1.0,1.0,11,138,54,215.545454545,0.0,0.0,65.0,138.545454545,1
292356u,1,4,17.5,2,1,12.5,2.0,1.0,19.0,1.0,1.0,15.0,1.0,1.0,62,582,200,192.258064516,0.0,0.0,49.0,128.258064516,1
292379u,1,4,138.0,1,1,3.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,81,636,317,140.12345679,0.0,0.0,150.0,-13.87654321,1
292387u,1,4,16.5,2,2,5.0,1.0,1.0,20.0,1.0,1.0,13.0,1.0,1.0,21,149,70,112.142857143,0.0,0.0,41.5,57.642857143,1
292429u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,440,237,114.105263158,0.0,0.0,0.0,114.105263158,0
292448u,1,1,92.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,293,78,544.176470588,0.0,0.0,92.0,452.176470588,0
292449u,1,4,39.6666666667,3,2,14.5,2.0,2.0,26.0,2.0,2.0,5.0,2.0,2.0,88,673,249,263.272727273,0.0,0.0,80.1666666667,178.106060606,1
29244u,1,4,19.5,4,3,6.66666666667,3.0,3.0,9.0,2.0,2.0,24.6666666667,3.0,2.0,48,427,179,124.083333333,0.0,0.0,35.1666666667,64.2499999996,1
292451u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,1293,593,180.425414365,0.0,0.0,0.0,180.425414365,0
292458u,0,4,12.0,2,1,3.0,1.0,1.0,9.0,3.0,1.0,4.0,1.0,1.0,29,396,168,116.103448276,0.0,0.0,24.0,88.103448276,1
292465u,0,4,13.6,5,3,6.25,4.0,3.0,15.0,4.0,3.0,6.33333333333,3.0,3.0,34,331,132,94.3235294118,0.0,0.0,34.85,53.1401960785,1
292466u,1,4,19.0,1,1,5.0,1.0,1.0,93.0,1.0,1.0,14.0,1.0,1.0,144,850,331,147.0625,0.0,0.0,117.0,16.0625,1
292475u,1,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,18,142,64,309.833333333,0.0,0.0,0.0,309.833333333,1
292479u,0,4,21.8888888889,9,3,6.0,2.0,1.0,147.0,1.0,1.0,2.0,1.0,1.0,53,602,272,218.924528302,0.0,0.0,174.888888889,42.0356394131,1
292495u,0,2,6.875,8,5,19.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49,586,238,357.367346939,0.0,0.0,26.375,330.992346939,0
292496u,1,1,6.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,535,151,195.155555556,0.0,0.0,6.5,188.655555556,0
29249u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,260,129,77.6153846154,0.0,0.0,0.0,77.6153846154,0
292514u,1,1,20.8333333333,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,49,287.923076923,0.0,0.0,20.8333333333,267.08974359,0
292516u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,103,47,342.076923077,0.0,0.0,11.0,331.076923077,0
292529u,1,4,15.0,3,1,3.0,1.0,1.0,24.0,1.0,1.0,4.0,1.0,1.0,24,292,94,95.125,0.0,0.0,42.0,49.125,1
292533u,0,4,19.5,2,2,4.5,2.0,2.0,8.5,2.0,2.0,4.5,2.0,2.0,82,737,336,83.512195122,0.0,0.0,32.5,46.512195122,1
292552u,1,1,3.66666666667,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,512,202,121.627906977,0.0,0.0,3.66666666667,117.96124031,0
292567u,1,4,8.5,4,4,2.0,4.0,4.0,10.25,4.0,4.0,5.5,4.0,4.0,249,2005,843,196.851405622,0.0,0.0,20.75,170.601405622,1
292570u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,1113,379,237.027777778,0.0,0.0,7.0,230.027777778,0
292571u,1,4,34.0,1,1,5.0,1.0,1.0,14.0,1.0,1.0,8.0,1.0,1.0,7,105,49,160.714285714,0.0,0.0,53.0,99.714285714,1
292587u,0,4,103.5,2,2,5.0,2.0,2.0,11.5,2.0,2.0,2.0,2.0,2.0,105,1157,376,106.828571429,0.0,0.0,120.0,-15.171428571,1
292589u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,939,579,28.9956896552,0.0,0.0,2.0,26.9956896552,0
292593u,0,1,31.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,271,128,211.48,0.0,0.0,31.0,180.48,0
292623u,0,4,8.33333333333,3,3,3.33333333333,3.0,3.0,9.33333333333,3.0,3.0,2.0,3.0,3.0,11,183,57,125.363636364,0.0,0.0,21.0,102.363636364,1
292636u,1,4,15.0,2,2,4.5,2.0,2.0,10.0,2.0,2.0,4.5,2.0,2.0,24,197,83,138.333333333,0.0,0.0,29.5,104.333333333,1
292650u,1,4,8.5,2,1,11.5,2.0,1.0,37.0,1.0,1.0,13.0,1.0,1.0,41,231,101,133.317073171,0.0,0.0,57.0,63.317073171,1
292652u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100,30,382.2,0.0,0.0,2.0,380.2,0
292655u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,177,71,37.6923076923,0.0,0.0,1.0,36.6923076923,0
292675u,0,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,2011,723,444.230452675,0.0,0.0,12.0,432.230452675,0
292681u,1,1,5.36363636364,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,337,166,40.4166666667,0.0,0.0,5.36363636364,35.0530303031,0
292694u,0,1,27.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,625,251,214.467741935,0.0,0.0,27.0,187.467741935,0
292697u,1,4,7.0,2,2,2.0,2.0,2.0,10.0,1.0,1.0,5.0,1.0,1.0,39,389,160,153.487179487,0.0,0.0,19.0,129.487179487,1
292718u,1,4,22.0,1,1,12.0,1.0,1.0,8.0,1.0,1.0,9.0,1.0,1.0,100,532,236,156.52,0.0,0.0,42.0,105.52,1
292732u,1,2,3.75,4,1,10.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128,946,413,69.3671875,0.0,0.0,14.25,55.1171875,0
292750u,0,3,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,120,1305,420,160.633333333,0.0,0.0,0.0,160.633333333,0
292758u,1,1,32.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,448,160,203.857142857,0.0,0.0,32.5,171.357142857,0
292764u,0,4,17.6666666667,3,3,4.0,3.0,3.0,9.66666666667,3.0,3.0,3.33333333333,3.0,3.0,32,489,143,236.125,0.0,0.0,31.3333333334,201.458333333,1
292775u,0,4,5.83333333333,6,6,4.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,83,774,296,146.096385542,0.0,0.0,19.8333333333,121.263052209,1
292781u,1,2,10.125,8,1,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43,424,170,235.930232558,0.0,0.0,20.125,215.805232558,0
292806u,0,4,9.0,1,1,5.0,1.0,1.0,22.0,1.0,1.0,11.3333333333,3.0,1.0,24,192,84,65.5416666667,0.0,0.0,36.0,18.2083333334,1
292810u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,275,88,169.25,0.0,0.0,0.0,169.25,0
29284u,1,4,14.5,4,2,8.0,3.0,2.0,18.5,2.0,2.0,13.0,1.0,1.0,10,73,37,108.2,0.0,0.0,41.0,54.2,1
292875u,0,4,4.0,2,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,53,684,253,270.452830189,0.0,0.0,4.0,266.452830189,1
292882u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,223,94,194.636363636,0.0,0.0,4.0,190.636363636,0
292886u,1,1,4.44444444444,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,1746,572,239.376681614,0.0,0.0,4.44444444444,234.93223717,0
292887u,1,1,7.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,90,20,319.8,0.0,0.0,7.5,312.3,0
29288u,0,4,12.0,1,1,4.0,1.0,1.0,14.0,2.0,1.0,5.0,1.0,1.0,41,584,249,332.756097561,0.0,0.0,30.0,297.756097561,1
292890u,1,4,22.6666666667,3,2,6.0,2.0,2.0,23.5,2.0,2.0,7.0,1.0,1.0,172,802,396,183.848837209,0.0,0.0,52.1666666667,124.682170542,1
29289u,0,4,30.0,2,2,8.0,1.0,1.0,14.5,2.0,1.0,4.0,1.0,1.0,100,801,348,164.56,0.0,0.0,52.5,108.06,1
292908u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,216,62,366.466666667,0.0,0.0,1.0,365.466666667,0
292909u,0,2,10.0,1,1,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,375,180,64.375,0.0,0.0,24.0,40.375,0
292916u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41,12,504.0,0.0,0.0,5.0,499.0,0
292928u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,182,38,610.8,0.0,0.0,2.0,608.8,0
292949u,1,1,11.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,449,202,120.821428571,0.0,0.0,11.5,109.321428571,0
292982u,1,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,1256,544,124.306122449,0.0,0.0,1.5,122.806122449,0
292989u,1,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,914,393,134.157534247,0.0,0.0,19.0,115.157534247,0
293008u,1,2,10.3333333333,3,2,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45,595,187,335.266666667,0.0,0.0,33.3333333333,301.933333334,0
293013u,1,3,7.0,2,1,11.0,1.0,1.0,22.0,2.0,1.0,0.0,0.0,0.0,28,246,70,367.285714286,1.0,0.0,40.0,327.285714286,0
293015u,1,2,4.33333333333,3,1,6.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38,291,128,94.5263157895,0.0,0.0,10.8333333333,83.6929824562,0
293026u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,313,103,106.5,0.0,0.0,5.0,101.5,0
293042u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,284,109,348.571428571,0.0,0.0,6.0,342.571428571,0
29305u,1,4,28.25,4,3,17.6666666667,3.0,3.0,19.0,2.0,2.0,15.0,2.0,2.0,30,402,150,280.066666667,0.0,0.0,64.9166666667,200.15,1
29306u,1,2,11.6666666667,3,2,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,224,73,298.333333333,0.0,0.0,32.6666666667,265.666666666,0
293076u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,402,165,149.057142857,0.0,0.0,0.0,149.057142857,0
293081u,0,2,10.0,3,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56,579,188,230.696428571,0.0,0.0,26.0,204.696428571,0
