identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
101574u,0,4,25.5,2,2,5.0,1.0,1.0,86.0,1.0,1.0,4.0,1.0,1.0,59,660,240,243.983050847,0.0,0.0,116.5,123.483050847,1
101578u,0,4,6.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,42,565,275,227.5,0.0,0.0,19.0,205.5,1
101582u,0,4,7.75,4,4,2.33333333333,3.0,3.0,4.66666666667,3.0,3.0,4.0,3.0,3.0,185,3038,850,580.962162162,0.0,0.0,14.75,562.212162162,1
101583u,0,4,23.8,6,6,4.0,2.0,2.0,13.5,2.0,2.0,2.5,2.0,2.0,275,1637,799,262.454545455,0.0,0.0,41.3,218.654545455,1
101592u,1,4,6.0,1,1,2.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,19,197,96,163.947368421,0.0,0.0,17.0,140.947368421,1
101607u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,112,51,81.2,0.0,0.0,4.0,77.2,0
101630u,1,4,6.0,3,2,7.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,10,161,51,84.7,0.0,0.0,22.0,60.7,1
101639u,1,4,133.5,4,3,21.0,3.0,3.0,11.0,1.0,1.0,5.0,1.0,1.0,69,524,228,199.579710145,0.0,0.0,165.5,29.079710145,1
101662u,1,2,5.0,2,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92,900,382,258.141304348,0.0,0.0,5.0,253.141304348,0
101664u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,695,269,127.219512195,0.0,0.0,0.0,127.219512195,0
101666u,1,1,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,1365,498,292.571428571,0.0,0.0,53.0,239.571428571,0
101670u,0,4,24.0,1,1,3.0,1.0,1.0,31.0,1.0,1.0,6.0,1.0,1.0,11,185,56,128.909090909,0.0,0.0,58.0,64.909090909,1
101671u,1,4,28.0,1,1,8.0,1.0,1.0,13.0,2.0,1.0,8.0,1.0,1.0,42,314,133,93.4285714286,1.0,0.0,49.0,36.4285714286,1
101672u,0,1,11.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,1368,350,269.48,0.0,0.0,11.0,258.48,0
101710u,0,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,332,226,155.285714286,0.0,0.0,10.0,145.285714286,0
101716u,1,4,26.0,1,1,8.0,1.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,66,441,210,154.075757576,0.0,0.0,45.0,105.075757576,1
10173u,0,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,160,66,253.166666667,0.0,0.0,13.0,240.166666667,0
101755u,0,4,5.0,1,1,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,70,802,352,223.6,0.0,0.0,16.0,205.6,1
101758u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,289,130,192.30952381,0.0,0.0,9.0,183.30952381,0
101782u,1,1,13.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,1092,414,218.44,0.0,0.0,13.0,205.44,0
101809u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,248,112,608.941176471,0.0,0.0,7.0,601.941176471,0
101826u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,999,573,120.822485207,0.0,0.0,7.0,113.822485207,0
101840u,1,1,26.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,389,148,305.95,0.0,0.0,26.5,279.45,0
101843u,0,4,3.5,2,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,69,677,271,133.826086957,0.0,0.0,4.5,129.326086957,1
101858u,1,4,10.8333333333,6,5,4.6,5.0,5.0,11.2,5.0,5.0,5.0,4.0,4.0,56,651,275,148.5,0.0,0.0,26.6333333333,116.866666667,1
101859u,1,1,3.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,327,87,528.421052632,0.0,0.0,3.5,524.921052632,0
101872u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28,9,831.5,0.0,0.0,2.0,829.5,0
101874u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,217,63,381.769230769,0.0,0.0,5.0,376.769230769,0
101879u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,314,84,562.470588235,0.0,0.0,6.0,556.470588235,0
10188u,0,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,228,85,388.307692308,0.0,0.0,22.0,366.307692308,0
101896u,1,4,13.75,4,2,6.0,3.0,2.0,12.25,4.0,2.0,7.33333333333,3.0,2.0,40,497,159,248.025,0.0,0.0,32.0,208.691666667,1
101902u,1,1,4.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,1483,536,216.323741007,0.0,0.0,4.0,212.323741007,0
101907u,0,2,5.88888888889,9,6,6.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,149,1275,491,313.570469799,0.0,0.0,12.3888888889,301.18158091,0
101914u,1,2,10.0,2,1,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,164,55,391.307692308,0.0,0.0,25.0,366.307692308,0
101921u,1,4,11.7777777778,9,5,2.6,5.0,4.0,7.16666666667,6.0,4.0,3.5,4.0,4.0,20,398,170,444.0,1.0,0.0,21.5444444445,418.955555556,1
101924u,1,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74,30,330.166666667,0.0,0.0,19.0,311.166666667,0
101931u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,70,37,154.538461538,0.0,0.0,7.0,147.538461538,0
10193u,1,1,22.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,246,99,224.291666667,0.0,0.0,22.0,202.291666667,0
101953u,0,4,14.0,1,1,3.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,76,411,233,40.8684210526,0.0,0.0,28.0,9.8684210526,1
101955u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,335,136,224.325581395,0.0,0.0,5.0,219.325581395,0
101975u,0,4,13.0,2,2,3.0,2.0,2.0,7.5,2.0,2.0,5.5,2.0,2.0,61,635,266,217.770491803,0.0,0.0,23.5,188.770491803,1
101987u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,86,27,285.6,0.0,0.0,8.0,277.6,0
101988u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,309,116,125.933333333,0.0,0.0,10.0,115.933333333,0
101990u,1,1,1.5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,144,40,476.090909091,0.0,0.0,1.5,474.590909091,0
10200u,1,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,113,44,143.529411765,0.0,0.0,18.0,125.529411765,0
102023u,1,4,18.0,1,1,11.0,1.0,1.0,13.0,1.0,1.0,10.0,1.0,1.0,7,136,45,326.714285714,0.0,0.0,42.0,274.714285714,1
102036u,0,4,19.0,1,1,2.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,1.0,29,465,138,353.517241379,0.0,0.0,30.0,318.517241379,1
102038u,1,4,11.8571428571,8,5,7.75,4.0,3.0,11.3333333333,3.0,3.0,5.5,2.0,2.0,97,752,316,181.75257732,0.0,0.0,30.9404761904,145.31210113,1
102042u,0,4,13.0,1,1,5.0,1.0,1.0,17.0,1.0,1.0,4.0,1.0,1.0,75,588,261,76.76,0.0,0.0,35.0,37.76,1
102046u,0,4,11.0,7,6,9.0,3.0,3.0,13.6666666667,3.0,3.0,5.33333333333,3.0,3.0,28,768,220,566.25,0.0,0.0,33.6666666667,527.25,1
102059u,1,2,28.2,5,1,23.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65,429,172,105.969230769,0.0,0.0,51.7,54.269230769,0
102065u,0,4,9.0,2,2,2.5,2.0,2.0,12.3333333333,3.0,2.0,2.5,2.0,2.0,17,175,86,179.470588235,0.0,0.0,23.8333333333,153.137254902,1
102070u,1,1,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,1134,404,366.901639344,0.0,0.0,50.0,316.901639344,0
102078u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,862,363,136.746987952,0.0,0.0,5.0,131.746987952,0
10208u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,401,114,316.363636364,0.0,0.0,13.0,303.363636364,0
102117u,1,3,13.0,2,1,5.0,1.0,1.0,34.75,4.0,1.0,0.0,0.0,0.0,76,762,287,287.210526316,3.0,0.0,52.75,234.460526316,0
10212u,1,4,10.0,1,1,5.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,26,197,73,158.846153846,0.0,0.0,21.0,135.846153846,1
102133u,1,4,3.5,2,2,1.5,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,55,632,270,350.109090909,0.0,0.0,10.0,339.109090909,1
102151u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,91,40,139.857142857,0.0,0.0,3.0,136.857142857,0
102156u,0,4,26.0,2,2,5.5,2.0,2.0,12.0,2.0,2.0,6.0,2.0,2.0,78,737,314,102.730769231,0.0,0.0,43.5,53.230769231,1
102158u,1,1,12.6666666667,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,1031,365,227.604651163,0.0,0.0,12.6666666667,214.937984496,0
102172u,0,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,487,208,96.34375,0.0,0.0,22.0,74.34375,0
10217u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,380,171,201.604166667,0.0,0.0,12.0,189.604166667,0
1021u,0,4,17.0,1,1,5.0,1.0,1.0,17.0,1.0,1.0,13.0,1.0,1.0,33,729,142,164.303030303,0.0,0.0,39.0,112.303030303,1
102200u,1,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,80,38,103.266666667,0.0,0.0,22.0,81.266666667,0
102211u,1,1,4.25,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,219,79,378.428571429,0.0,0.0,4.25,374.178571429,0
102219u,1,2,4.25,8,3,15.3333333333,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,417,156,276.606060606,0.0,0.0,19.5833333333,257.022727273,0
102226u,1,4,18.25,4,1,12.5,2.0,1.0,10.0,1.0,1.0,63.0,1.0,1.0,40,248,93,133.8,0.0,0.0,40.75,30.05,1
102247u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,267,115,97.512195122,0.0,0.0,6.0,91.512195122,0
102263u,1,4,11.5,2,2,4.5,2.0,2.0,11.0,2.0,2.0,6.5,2.0,2.0,9,69,33,116.222222222,0.0,0.0,27.0,82.722222222,1
102266u,1,1,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,96,29,427.6,0.0,0.0,14.0,413.6,0
102267u,1,4,24.5,2,2,6.0,1.0,1.0,13.0,2.0,1.0,5.0,1.0,1.0,86,442,217,39.1860465116,0.0,0.0,43.5,-9.3139534884,1
102288u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,81,41,88.0909090909,0.0,0.0,2.0,86.0909090909,0
10231u,0,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,614,262,94.1538461538,0.0,0.0,24.0,70.1538461538,0
102321u,1,4,8.0,1,1,14.0,1.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,22,186,90,60.5454545455,0.0,0.0,32.0,24.5454545455,1
102348u,0,4,14.0,2,2,3.0,1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,18,172,70,147.111111111,0.0,0.0,29.0,114.111111111,1
10234u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,333,117,165.470588235,0.0,0.0,2.0,163.470588235,0
102361u,0,1,28.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,592,231,189.545454545,0.0,0.0,28.0,161.545454545,0
102367u,0,4,10.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,279,2062,792,271.82437276,0.0,0.0,23.0,238.82437276,1
102368u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,413,169,168.705882353,0.0,0.0,12.0,156.705882353,0
102371u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,178,46,255.5,0.0,0.0,15.0,240.5,0
102386u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,64,27,366.25,0.0,0.0,2.0,364.25,0
102418u,0,2,5.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84,758,337,160.702380952,0.0,0.0,5.0,155.702380952,0
10241u,0,1,9.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,644,245,154.309090909,0.0,0.0,9.0,145.309090909,0
102421u,1,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,29,494,188,249.689655172,0.0,0.0,0.0,249.689655172,1
102423u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,409,140,300.409090909,0.0,0.0,3.0,297.409090909,0
102432u,0,4,15.0,1,1,5.0,1.0,1.0,20.6666666667,3.0,1.0,13.0,1.0,1.0,20,600,144,514.45,0.0,0.0,40.6666666667,460.783333333,1
102437u,0,4,74.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,9.0,1.0,1.0,31,434,144,247.516129032,0.0,0.0,87.0,151.516129032,1
102451u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,576,238,167.852459016,0.0,0.0,5.0,162.852459016,0
10245u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,463,169,141.8,0.0,0.0,2.0,139.8,0
102462u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,260,133,319.35483871,0.0,0.0,8.0,311.35483871,0
102485u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,526,194,272.795454545,0.0,0.0,1.0,271.795454545,0
10248u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,687,313,65.552238806,0.0,0.0,1.0,64.552238806,0
102506u,0,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,230,79,393.833333333,0.0,0.0,18.0,375.833333333,0
102509u,1,4,7.28571428571,7,4,3.6,5.0,4.0,15.3333333333,6.0,4.0,10.0,3.0,3.0,91,642,288,187.813186813,1.0,0.0,26.219047619,151.594139194,1
102515u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,467,173,179.162790698,0.0,0.0,0.0,179.162790698,0
102519u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,145,68,462.8,0.0,0.0,3.0,459.8,0
102533u,0,4,9.0,3,3,3.5,2.0,2.0,13.0,2.0,2.0,5.0,2.0,2.0,77,550,230,141.727272727,0.0,0.0,25.5,111.227272727,1
10254u,1,4,7.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,31,396,147,252.161290323,0.0,0.0,20.0,228.161290323,1
102550u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,67,23,264.4,0.0,0.0,3.0,261.4,0
102577u,1,4,32.0,1,1,6.0,1.0,1.0,16.0,1.0,1.0,6.0,1.0,1.0,24,140,86,75.75,0.0,0.0,54.0,15.75,1
102581u,1,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,209,67,418.3125,0.0,0.0,25.0,393.3125,0
102582u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,353,193,146.75862069,0.0,0.0,5.0,141.75862069,0
102585u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,251,106,232.16,0.0,0.0,8.0,224.16,0
102586u,0,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,270,114,80.724137931,0.0,0.0,6.0,74.724137931,0
1025u,1,1,5.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,132,83,226.9375,0.0,0.0,5.0,221.9375,0
102615u,1,4,23.5,2,2,8.0,1.0,1.0,32.0,1.0,1.0,16.0,2.0,1.0,50,683,226,361.38,0.0,0.0,63.5,281.88,1
102618u,1,2,6.0,3,2,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,218,87,391.611111111,0.0,0.0,31.0,360.611111111,0
102624u,1,4,8.0,3,1,15.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,10,187,69,327.0,0.0,0.0,30.0,293.0,1
102635u,1,4,9.2,5,4,6.8,5.0,4.0,32.75,4.0,3.0,5.66666666667,3.0,3.0,91,633,282,56.4285714286,1.0,0.0,48.75,2.01190476193,1
102639u,1,4,8.0,2,1,7.0,2.0,1.0,14.0,1.0,1.0,9.0,1.0,1.0,19,175,79,129.315789474,0.0,0.0,29.0,91.315789474,1
10263u,1,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,57,26,250.857142857,0.0,0.0,23.0,227.857142857,0
102646u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,489,192,91.8461538462,0.0,0.0,10.0,81.8461538462,0
102656u,1,2,18.25,4,2,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,239,66,192.642857143,0.0,0.0,79.25,113.392857143,0
102666u,0,4,28.0,2,2,10.0,1.0,1.0,12.0,1.0,1.0,13.0,1.0,1.0,42,415,178,269.214285714,0.0,0.0,50.0,206.214285714,1
102693u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,237,101,162.636363636,0.0,0.0,2.0,160.636363636,0
1026u,0,4,11.8,5,3,7.0,1.0,1.0,12.0,1.0,1.0,5.0,1.0,1.0,34,418,215,243.058823529,0.0,0.0,30.8,207.258823529,1
10276u,0,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,1390,357,348.943181818,0.0,0.0,11.0,337.943181818,0
10277u,0,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,407,130,204.571428571,0.0,0.0,10.0,194.571428571,0
10278u,0,4,11.0,2,2,3.0,3.0,2.0,52.6666666667,3.0,2.0,5.0,2.0,2.0,230,2473,844,495.408695652,0.0,0.0,66.6666666667,423.742028985,1
102791u,1,4,14.0,8,3,5.6,5.0,3.0,10.0,2.0,2.0,6.0,2.0,2.0,39,401,158,157.666666667,0.0,0.0,29.6,122.066666667,1
102793u,1,2,21.6666666667,3,1,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39,274,109,177.666666667,0.0,0.0,45.6666666667,132.0,0
102796u,0,2,5.66666666667,3,3,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,78,579,247,149.692307692,0.0,0.0,11.6666666667,138.025641025,0
102810u,1,3,4.25,4,2,9.0,1.0,1.0,33.0,1.0,1.0,0.0,0.0,0.0,24,388,123,267.583333333,0.0,0.0,46.25,221.333333333,0
102811u,1,1,50.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,1159,280,524.558441558,0.0,0.0,50.0,474.558441558,0
102816u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,503,202,199.094339623,0.0,0.0,11.0,188.094339623,0
102837u,1,1,17.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,886,255,565.958333333,0.0,0.0,17.0,548.958333333,0
102843u,0,4,8.0,3,3,4.0,3.0,3.0,11.6666666667,3.0,3.0,3.33333333333,3.0,3.0,146,777,409,80.5753424658,0.0,0.0,23.6666666667,53.5753424658,1
102871u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58,21,922.0,0.0,0.0,9.0,913.0,0
102918u,1,2,11.0,2,1,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,34,13,113.0,0.0,0.0,33.0,80.0,0
102933u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,1186,393,134.867346939,0.0,0.0,0.0,134.867346939,0
102934u,1,2,6.5,2,1,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,136,43,461.0,0.0,0.0,19.5,441.5,0
102948u,1,1,1.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,120,21,491.166666667,0.0,0.0,1.5,489.666666667,0
102964u,1,4,17.0,1,1,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,26,262,110,215.269230769,0.0,0.0,26.0,187.269230769,1
102971u,0,4,17.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,39,298,146,100.666666667,0.0,0.0,30.0,68.666666667,1
102977u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,142,64,316.0,0.0,0.0,8.0,308.0,0
10298u,0,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,292,105,174.052631579,0.0,0.0,10.0,164.052631579,0
102996u,1,4,46.0,1,1,33.0,1.0,1.0,15.0,1.0,1.0,25.0,1.0,1.0,37,214,105,163.675675676,0.0,0.0,94.0,44.675675676,1
103001u,0,4,57.0,1,1,5.0,1.0,1.0,17.0,1.0,1.0,6.0,1.0,1.0,24,364,110,209.625,0.0,0.0,79.0,124.625,1
10300u,0,1,2.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,228,81,74.375,0.0,0.0,2.5,71.875,0
103014u,1,4,29.25,4,1,8.5,2.0,1.0,23.0,1.0,1.0,5.0,1.0,1.0,42,441,189,371.666666667,0.0,0.0,60.75,305.916666667,1
103049u,1,4,9.5,2,2,3.5,2.0,2.0,9.5,2.0,2.0,4.0,2.0,2.0,22,236,108,99.4545454545,0.0,0.0,22.5,72.9545454545,1
103058u,0,1,7.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,341,127,348.85,0.0,0.0,7.5,341.35,0
103090u,1,1,28.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,552,279,432.084337349,0.0,0.0,28.0,404.084337349,0
103097u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,362,138,58.0,0.0,0.0,2.0,56.0,0
103100u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,714,271,100.810810811,0.0,0.0,13.0,87.810810811,0
103110u,1,4,9.0,2,2,5.0,2.0,2.0,14.0,2.0,2.0,9.0,2.0,2.0,10,78,46,257.9,0.0,0.0,28.0,220.9,1
10311u,1,4,6.0,1,1,4.0,1.0,1.0,13.0,1.0,1.0,5.0,1.0,1.0,61,537,227,91.2459016393,0.0,0.0,23.0,63.2459016393,1
103125u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,591,203,129.971428571,0.0,0.0,3.0,126.971428571,0
103135u,0,4,12.0,1,1,5.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,148,1571,523,158.493243243,0.0,0.0,27.0,121.493243243,1
103136u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,762,359,31.6588235294,0.0,0.0,2.0,29.6588235294,0
103152u,1,4,10.3333333333,3,3,8.0,3.0,3.0,17.3333333333,3.0,3.0,7.66666666667,3.0,3.0,47,344,126,168.042553191,0.0,0.0,35.6666666666,124.709219858,1
103166u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,270,159,226.183673469,0.0,0.0,6.0,220.183673469,0
10316u,1,4,10.0,1,1,5.0,1.0,1.0,14.5,2.0,1.0,5.0,1.0,1.0,60,291,158,131.3,1.0,0.0,29.5,96.8,1
103178u,1,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,195,77,195.65,0.0,0.0,6.0,189.65,0
103184u,1,2,6.0,4,1,8.33333333333,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99,617,283,121.838383838,0.0,0.0,14.3333333333,107.505050505,0
103196u,1,4,3.0,2,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,70,691,224,315.642857143,0.0,0.0,3.0,312.642857143,1
103198u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,127,51,616.111111111,0.0,0.0,7.0,609.111111111,0
103210u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,483,208,104.558823529,0.0,0.0,8.0,96.558823529,0
103228u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,213,91,121.541666667,0.0,0.0,2.0,119.541666667,0
103234u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,270,80,152.178571429,0.0,0.0,10.0,142.178571429,0
10323u,1,4,6.33333333333,3,3,1.5,2.0,2.0,6.5,2.0,2.0,4.0,2.0,2.0,108,1371,500,329.768518519,0.0,0.0,14.3333333333,311.435185186,1
103240u,0,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,321,152,247.885714286,0.0,0.0,18.0,229.885714286,0
